flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-08-18,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A15,,2026-08-18T00:05:00+00:00,2026-08-18T00:05:00+00:00,,,,Franz Josef Strauss,Europe/Berlin,MUC,EDDM,2,H28,,2026-08-18T06:45:00+00:00,,,,,,Aegean Airlines,A3,AEE,1207,A31207,AEE1207,singapore airlines,sq,sia,328,sq328,sia328,,,,76CDB5,,
2026-08-18,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B1,,2026-08-18T00:05:00+00:00,2026-08-18T00:05:00+00:00,,,,Kastrup,Europe/Copenhagen,CPH,EKCH,3,,,2026-08-18T07:10:00+00:00,,,,,,SAS,SK,SAS,8000,SK8000,SAS8000,singapore airlines,sq,sia,352,sq352,sia352,,,,76CD45,,
2026-08-18,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B1,,2026-08-18T00:05:00+00:00,2026-08-18T00:05:00+00:00,,,,Kastrup,Europe/Copenhagen,CPH,EKCH,3,,,2026-08-18T07:10:00+00:00,,,,,,Philippine Airlines,PR,PAL,3834,PR3834,PAL3834,singapore airlines,sq,sia,352,sq352,sia352,,,,76CD45,,
2026-08-18,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B1,,2026-08-18T00:05:00+00:00,2026-08-18T00:05:00+00:00,,,,Kastrup,Europe/Copenhagen,CPH,EKCH,3,,,2026-08-18T07:10:00+00:00,,,,,,Croatia Airlines,OU,CTN,5807,OU5807,CTN5807,singapore airlines,sq,sia,352,sq352,sia352,,,,76CD45,,
2026-08-18,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B1,,2026-08-18T00:05:00+00:00,2026-08-18T00:05:00+00:00,,,,Kastrup,Europe/Copenhagen,CPH,EKCH,3,,,2026-08-18T07:10:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3352,NZ3352,ANZ3352,singapore airlines,sq,sia,352,sq352,sia352,,,,76CD45,,
2026-08-18,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B1,,2026-08-18T00:05:00+00:00,2026-08-18T00:05:00+00:00,,,,Kastrup,Europe/Copenhagen,CPH,EKCH,3,,,2026-08-18T07:10:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5856,MH5856,MAS5856,singapore airlines,sq,sia,352,sq352,sia352,,,,76CD45,,
2026-08-18,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,27,,2026-08-18T07:05:00+00:00,2026-08-18T07:05:00+00:00,,,,Canberra,Australia/Sydney,CBR,YSCB,,13,,2026-08-18T08:25:00+00:00,,,,,,LATAM Airlines,LA,LAN,4886,LA4886,LAN4886,qantas,qf,qfa,1464,qf1464,qfa1464,,,,,,
2026-08-18,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,27,,2026-08-18T07:05:00+00:00,2026-08-18T07:05:00+00:00,,,,Canberra,Australia/Sydney,CBR,YSCB,,13,,2026-08-18T08:25:00+00:00,,,,,,Finnair,AY,FIN,4865,AY4865,FIN4865,qantas,qf,qfa,1464,qf1464,qfa1464,,,,,,
2026-08-18,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,27,,2026-08-18T07:05:00+00:00,2026-08-18T07:05:00+00:00,,,,Canberra,Australia/Sydney,CBR,YSCB,,13,,2026-08-18T08:25:00+00:00,,,,,,Emirates,EK,UAE,5184,EK5184,UAE5184,qantas,qf,qfa,1464,qf1464,qfa1464,,,,,,
2026-08-18,scheduled,,Ashgabat,Asia/Ashgabat,ASB,UTAA,,,,2026-08-18T03:20:00+00:00,2026-08-18T03:20:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-08-18T05:30:00+00:00,,,,,,Turkish Airlines,TK,THY,323,TK323,THY323,,,,,,,,,,,,
2026-08-18,scheduled,,Arlanda,Europe/Stockholm,ARN,ESSA,5,,,2026-08-18T00:35:00+00:00,2026-08-18T00:35:00+00:00,,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,,,2026-08-18T05:10:00+00:00,,,,,,Pegasus,PC,PGT,7218,PC7218,PGT7218,,,,,,,,,,,,
