flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-06-27,scheduled,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-06-27T09:50:00+00:00,2026-06-27T09:50:00+00:00,,,,Irkutsk,Asia/Irkutsk,IKT,UIII,,,,2026-06-27T12:10:00+00:00,,,,,,S7 Airlines,S7,SBI,6408,S76408,SBI6408,,,,,,,,,,,
2026-06-27,scheduled,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-06-27T09:40:00+00:00,2026-06-27T09:40:00+00:00,,,,Tolmachevo,Asia/Novosibirsk,OVB,UNNT,,,,2026-06-27T12:45:00+00:00,,,,,,S7 Airlines,S7,SBI,5204,S75204,SBI5204,,,,,,,,,,,
2026-06-27,scheduled,,,Valencia,Europe/Madrid,VLC,LEVC,1,,,2026-06-27T02:00:00+00:00,2026-06-27T02:00:00+00:00,,,,"Athens International Airport ""Eleftherios Venizelos""",Europe/Athens,ATH,LGAV,,,08,2026-06-27T06:00:00+00:00,,,,,,Aegean Airlines,A3,AEE,717,A3717,AEE717,,,,,46B8B5,,,,,,
2026-06-27,scheduled,,,Valencia,Europe/Madrid,VLC,LEVC,1,,,2026-06-27T02:00:00+00:00,2026-06-27T02:00:00+00:00,,,,"Athens International Airport ""Eleftherios Venizelos""",Europe/Athens,ATH,LGAV,,,08,2026-06-27T06:00:00+00:00,,,,,,Volotea,V7,VOE,5043,V75043,VOE5043,,,,,46B8B5,aegean airlines,a3,aee,717,a3717,aee717
2026-06-27,scheduled,,,Baubau,Asia/Makassar,BUW,WAAB,,,,2026-06-27T06:30:00+00:00,2026-06-27T06:30:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,,,,2026-06-27T07:40:00+00:00,,,,,,Wings Air,IW,WON,1305,IW1305,WON1305,,,,,,,,,,,
2026-06-27,scheduled,,,Ulsan,Asia/Seoul,USN,RKPU,,,,2026-06-27T09:00:00+00:00,2026-06-27T09:00:00+00:00,,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,,,2026-06-27T10:00:00+00:00,,,,,,Korean Air,KE,KAL,1844,KE1844,KAL1844,,,,,71C314,,,,,,
2026-06-27,scheduled,,,Ulsan,Asia/Seoul,USN,RKPU,,,,2026-06-27T09:00:00+00:00,2026-06-27T09:00:00+00:00,,,,Gimpo Airport,Asia/Seoul,GMP,RKSS,D,,,2026-06-27T10:00:00+00:00,,,,,,KLM,KL,KLM,4248,KL4248,KLM4248,,,,,71C314,korean air,ke,kal,1844,ke1844,kal1844
2026-06-27,scheduled,,,Koh Samui,Asia/Bangkok,USM,VTSM,,,,2026-06-27T06:55:00+00:00,2026-06-27T06:55:00+00:00,,,,Don Muang,Asia/Bangkok,DMK,VTBD,2,,,2026-06-27T08:25:00+00:00,,,,,,Bangkok Airways,PG,BKP,450,PG450,BKP450,,,,,,,,,,,
2026-06-27,scheduled,,,Newport News Railway,America/New_York,URC,ZWWW,,,,2026-06-27T08:05:00+00:00,2026-06-27T08:05:00+00:00,,,,Xianyang,Asia/Shanghai,XIY,ZLXY,3,,,2026-06-27T11:30:00+00:00,,,,,,Tianjin Airlines,GS,GCR,7523,GS7523,GCR7523,,,,,781526,,,,,,
2026-06-27,scheduled,,,Newport News Railway,America/New_York,URC,ZWWW,3,"M,L",,2026-06-27T08:05:00+00:00,2026-06-27T08:05:00+00:00,,,,Aksu,Asia/Shanghai,AKU,ZWAK,,,,2026-06-27T09:35:00+00:00,,,,,,China Southern Airlines,CZ,CSN,6861,CZ6861,CSN6861,,,,,,,,,,,
