flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-06-25,scheduled,,Gold Coast (coolangatta),Australia/Brisbane,OOL,YBCG,,,,2026-06-25T08:30:00+00:00,2026-06-25T08:30:00+00:00,,,,Gold Coast (coolangatta),Australia/Brisbane,OOL,YBCG,,,,2026-06-24T14:00:00+00:00,,,,,,empty,,,,,,,,,,7C0251,,,,,,,
2026-06-24,scheduled,,Chelyabinsk,Asia/Yekaterinburg,CEK,USCC,,,,2026-06-24T02:55:00+00:00,2026-06-24T02:55:00+00:00,,,,Sharm el-Sheikh International Airport,Africa/Cairo,SSH,HESH,1,,,2026-06-24T06:15:00+00:00,,,,,,Rossiya,FV,SDM,5961,FV5961,SDM5961,,,,,151DFB,,,,,,,
2026-06-24,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E22,,2026-06-24T09:40:00+00:00,2026-06-24T09:40:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-24T10:55:00+00:00,,,,,,Vietnam Airlines,VN,HVN,3220,VN3220,HVN3220,,,,,,,singapore airlines,sq,sia,178,sq178,sia178
2026-06-24,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E22,,2026-06-24T09:40:00+00:00,2026-06-24T09:40:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-24T10:55:00+00:00,,,,,,Virgin Australia,VA,VOZ,5490,VA5490,VOZ5490,,,,,,,singapore airlines,sq,sia,178,sq178,sia178
2026-06-24,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E22,,2026-06-24T09:40:00+00:00,2026-06-24T09:40:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-24T10:55:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3456,NZ3456,ANZ3456,,,,,,,singapore airlines,sq,sia,178,sq178,sia178
2026-06-24,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E22,,2026-06-24T09:40:00+00:00,2026-06-24T09:40:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-24T10:55:00+00:00,,,,,,Swiss,LX,SWR,9086,LX9086,SWR9086,,,,,,,singapore airlines,sq,sia,178,sq178,sia178
2026-06-24,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E22,,2026-06-24T09:40:00+00:00,2026-06-24T09:40:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-24T10:55:00+00:00,,,,,,Lufthansa,LH,DLH,7220,LH7220,DLH7220,,,,,,,singapore airlines,sq,sia,178,sq178,sia178
2026-06-24,scheduled,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,C11,,2026-06-24T11:00:00+00:00,2026-06-24T11:00:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E24,,2026-06-24T12:15:00+00:00,,,,,,Air India,AI,AIC,8189,AI8189,AIC8189,,,,,,,singapore airlines,sq,sia,107,sq107,sia107
2026-06-24,scheduled,,Islamabad International,Asia/Karachi,ISB,OPIS,,,,2026-06-24T06:00:00+00:00,2026-06-24T06:00:00+00:00,2026-06-24T06:39:00+00:00,2026-06-24T06:39:00+00:00,2026-06-24T06:39:00+00:00,Sharjah,Asia/Dubai,SHJ,OMSJ,,,,2026-06-24T08:15:00+00:00,,,,,,Air Arabia,G9,ABY,740,G9740,ABY740,,,,,89665D,,,,,,,
2026-06-24,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,C22,,2026-06-24T09:35:00+00:00,2026-06-24T09:35:00+00:00,2026-06-24T09:48:00+00:00,2026-06-24T09:48:00+00:00,2026-06-24T09:48:00+00:00,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,58,3,2026-06-24T19:15:00+00:00,13.0,,,,,Air India,AI,AIC,8266,AI8266,AIC8266,,,,,76CEF1,,singapore airlines,sq,sia,211,sq211,sia211
