flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared
2026-07-22,scheduled,,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,73,,2026-07-22T13:20:00+00:00,2026-07-22T13:20:00+00:00,,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,,,2026-07-22T15:35:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,2593,ZH2593,CSZ2593,shandong airlines,sc,cdg,2227,sc2227,cdg2227,,,,,
2026-07-22,scheduled,,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,73,,2026-07-22T13:20:00+00:00,2026-07-22T13:20:00+00:00,,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,,,2026-07-22T15:35:00+00:00,,,,,,Tibet Airlines,TV,TBA,3097,TV3097,TBA3097,shandong airlines,sc,cdg,2227,sc2227,cdg2227,,,,,
2026-07-22,scheduled,,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,73,,2026-07-22T13:20:00+00:00,2026-07-22T13:20:00+00:00,,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,,,2026-07-22T15:35:00+00:00,,,,,,China Express Airlines,G5,HXA,6493,G56493,HXA6493,shandong airlines,sc,cdg,2227,sc2227,cdg2227,,,,,
2026-07-22,scheduled,,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,73,,2026-07-22T13:20:00+00:00,2026-07-22T13:20:00+00:00,,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,,,2026-07-22T15:35:00+00:00,,,,,,Air China,CA,CCA,4659,CA4659,CCA4659,shandong airlines,sc,cdg,2227,sc2227,cdg2227,,,,,
2026-07-22,scheduled,,,Kunming,Asia/Shanghai,KMG,ZPPP,,,,2026-07-22T13:20:00+00:00,2026-07-22T13:20:00+00:00,,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,,,2026-07-22T15:20:00+00:00,,,,,,Shandong Airlines,SC,CDG,5326,SC5326,CDG5326,dalian airlines,,ccd,8938,,ccd8938,,,,78092E,
2026-07-22,scheduled,,,"Xinzhou Wutaishan Airport
",,WUT,ZBXZ,,"4,5",,2026-07-22T15:35:00+00:00,2026-07-22T15:35:00+00:00,,,,Haikou,Asia/Shanghai,HAK,ZJHK,1,,,2026-07-22T21:05:00+00:00,,,,,,9 Air,AQ,JYH,1746,AQ1746,JYH1746,,,,,,,,,,,
2026-07-22,scheduled,,,"Xinzhou Wutaishan Airport
",,WUT,ZBXZ,T1,"4,5",,2026-07-22T15:35:00+00:00,2026-07-22T15:35:00+00:00,,,,Changsha,Asia/Shanghai,CSX,ZGHA,2,,,2026-07-22T17:50:00+00:00,,,,,,9 Air,AQ,JYH,1692,AQ1692,JYH1692,,,,,,,,,,780E8C,
2026-07-22,scheduled,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,4-7,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Fuzhou,Asia/Shanghai,FOC,ZSFZ,,,,2026-07-22T18:05:00+00:00,,,,,,Fuzhou Airlines,FU,FZA,6750,FU6750,FZA6750,,,,,,,,,,781035,
2026-07-22,scheduled,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,4-7,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Dalian,Asia/Shanghai,DLC,ZYTL,,,,2026-07-22T18:15:00+00:00,,,,,,Dalian Airlines,,CCD,8938,,CCD8938,,,,,,,,,,78092E,
2026-07-22,scheduled,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,4-7,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Dalian,Asia/Shanghai,DLC,ZYTL,,,,2026-07-22T18:15:00+00:00,,,,,,Shandong Airlines,SC,CDG,5326,SC5326,CDG5326,dalian airlines,,ccd,8938,,ccd8938,,,,78092E,
2026-07-22,scheduled,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,2,,2026-07-22T15:45:00+00:00,2026-07-22T15:45:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,,2026-07-22T17:25:00+00:00,,,,,,Shandong Airlines,SC,CDG,4803,SC4803,CDG4803,,,,,,,,,,,
2026-07-22,scheduled,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,2,,2026-07-22T15:45:00+00:00,2026-07-22T15:45:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,,2026-07-22T17:25:00+00:00,,,,,,Tibet Airlines,TV,TBA,3189,TV3189,TBA3189,shandong airlines,sc,cdg,4803,sc4803,cdg4803,,,,,
2026-07-22,scheduled,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,2,,2026-07-22T15:45:00+00:00,2026-07-22T15:45:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,,2026-07-22T17:25:00+00:00,,,,,,China Express Airlines,G5,HXA,6503,G56503,HXA6503,shandong airlines,sc,cdg,4803,sc4803,cdg4803,,,,,
2026-07-22,scheduled,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,2,,2026-07-22T15:45:00+00:00,2026-07-22T15:45:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,,2026-07-22T17:25:00+00:00,,,,,,Air China,CA,CCA,4763,CA4763,CCA4763,shandong airlines,sc,cdg,4803,sc4803,cdg4803,,,,,
2026-07-22,scheduled,,,Shiyan Wudangshan Airport,,WDS,ZHSY,,2,,2026-07-22T15:45:00+00:00,2026-07-22T15:45:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,,2026-07-22T17:25:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,2673,ZH2673,CSZ2673,shandong airlines,sc,cdg,4803,sc4803,cdg4803,,,,,
2026-07-22,scheduled,,,Shangrao Sanqingshan Airport,,SQD,ZSSR,,2,,2026-07-22T15:30:00+00:00,2026-07-22T15:30:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-07-22T17:45:00+00:00,,,,,,China Express Airlines,G5,HXA,4076,G54076,HXA4076,,,,,,,,,,,
2026-07-22,scheduled,,,Shangrao Sanqingshan Airport,,SQD,ZSSR,,2,,2026-07-22T15:30:00+00:00,2026-07-22T15:30:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-07-22T17:45:00+00:00,,,,,,Shandong Airlines,SC,CDG,3614,SC3614,CDG3614,china express airlines,g5,hxa,4076,g54076,hxa4076,,,,,
2026-07-22,scheduled,,,Shangrao Sanqingshan Airport,,SQD,ZSSR,,2,,2026-07-22T15:30:00+00:00,2026-07-22T15:30:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-07-22T17:45:00+00:00,,,,,,Xiamen Air,MF,CXA,4092,MF4092,CXA4092,china express airlines,g5,hxa,4076,g54076,hxa4076,,,,,
2026-07-22,scheduled,,,Shangrao Sanqingshan Airport,,SQD,ZSSR,,2,,2026-07-22T15:30:00+00:00,2026-07-22T15:30:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-07-22T17:45:00+00:00,,,,,,Loong Air,GJ,CDC,5656,GJ5656,CDC5656,china express airlines,g5,hxa,4076,g54076,hxa4076,,,,,
2026-07-22,scheduled,,,Shangrao Sanqingshan Airport,,SQD,ZSSR,,2,,2026-07-22T15:30:00+00:00,2026-07-22T15:30:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-07-22T17:45:00+00:00,,,,,,Sichuan Airlines,3U,CSC,4078,3U4078,CSC4078,china express airlines,g5,hxa,4076,g54076,hxa4076,,,,,
2026-07-22,scheduled,,,Shihezi Huayuan Airport,,SHF,ZWHZ,,2,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Korla,Asia/Shanghai,KRL,ZWKL,,,,2026-07-22T17:10:00+00:00,,,,,,China Express Airlines,G5,HXA,4836,G54836,HXA4836,,,,,,,,,,781332,
2026-07-22,scheduled,,,Shihezi Huayuan Airport,,SHF,ZWHZ,,2,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Korla,Asia/Shanghai,KRL,ZWKL,,,,2026-07-22T17:10:00+00:00,,,,,,Xiamen Air,MF,CXA,4428,MF4428,CXA4428,china express airlines,g5,hxa,4836,g54836,hxa4836,,,,781332,
2026-07-22,scheduled,,,Shihezi Huayuan Airport,,SHF,ZWHZ,,2,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Korla,Asia/Shanghai,KRL,ZWKL,,,,2026-07-22T17:10:00+00:00,,,,,,Sichuan Airlines,3U,CSC,4424,3U4424,CSC4424,china express airlines,g5,hxa,4836,g54836,hxa4836,,,,781332,
2026-07-22,scheduled,,,Shihezi Huayuan Airport,,SHF,ZWHZ,,2,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Korla,Asia/Shanghai,KRL,ZWKL,,,,2026-07-22T17:10:00+00:00,,,,,,Loong Air,GJ,CDC,3872,GJ3872,CDC3872,china express airlines,g5,hxa,4836,g54836,hxa4836,,,,781332,
2026-07-22,scheduled,,,Shihezi Huayuan Airport,,SHF,ZWHZ,,2,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Korla,Asia/Shanghai,KRL,ZWKL,,,,2026-07-22T17:10:00+00:00,,,,,,China Eastern Airlines,MU,CES,4469,MU4469,CES4469,china express airlines,g5,hxa,4836,g54836,hxa4836,,,,781332,
2026-07-22,scheduled,,,Shihezi Huayuan Airport,,SHF,ZWHZ,,2,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Korla,Asia/Shanghai,KRL,ZWKL,,,,2026-07-22T17:10:00+00:00,,,,,,Shandong Airlines,SC,CDG,3950,SC3950,CDG3950,china express airlines,g5,hxa,4836,g54836,hxa4836,,,,781332,
2026-07-22,scheduled,,,Shihezi Huayuan Airport,,SHF,ZWHZ,,2,,2026-07-22T15:45:00+00:00,2026-07-22T15:45:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-07-22T20:00:00+00:00,,,,,,Chengdu Airlines,EU,UEA,2740,EU2740,UEA2740,,,,,,,,,,780EF6,
2026-07-22,scheduled,,,Shihezi Huayuan Airport,,SHF,ZWHZ,,2,,2026-07-22T15:45:00+00:00,2026-07-22T15:45:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-07-22T20:00:00+00:00,,,,,,Sichuan Airlines,3U,CSC,5646,3U5646,CSC5646,chengdu airlines,eu,uea,2740,eu2740,uea2740,,,,780EF6,
2026-07-22,scheduled,,,Shihezi Huayuan Airport,,SHF,ZWHZ,,2,,2026-07-22T15:45:00+00:00,2026-07-22T15:45:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-07-22T20:00:00+00:00,,,,,,China Southern Airlines,CZ,CSN,9378,CZ9378,CSN9378,chengdu airlines,eu,uea,2740,eu2740,uea2740,,,,780EF6,
2026-07-22,scheduled,,,Shihezi Huayuan Airport,,SHF,ZWHZ,,2,,2026-07-22T15:45:00+00:00,2026-07-22T15:45:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-07-22T20:00:00+00:00,,,,,,Loong Air,GJ,CDC,5206,GJ5206,CDC5206,chengdu airlines,eu,uea,2740,eu2740,uea2740,,,,780EF6,
2026-07-22,scheduled,,,Shihezi Huayuan Airport,,SHF,ZWHZ,,2,,2026-07-22T15:45:00+00:00,2026-07-22T15:45:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-07-22T20:00:00+00:00,,,,,,Tibet Airlines,TV,TBA,5206,TV5206,TBA5206,chengdu airlines,eu,uea,2740,eu2740,uea2740,,,,780EF6,
2026-07-22,scheduled,,,Moron,Asia/Ulaanbaatar,MXV,ZMMN,,,,2026-07-22T14:20:00+00:00,2026-07-22T14:20:00+00:00,,,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-07-22T15:50:00+00:00,,,,,,Skypower Express Airways,NV,EAN,7118,NV7118,EAN7118,,,,,,,,,,,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T14:35:00+00:00,2026-07-22T14:35:00+00:00,,,,"Gannan Xiahe Airport
",,GXH,ZLXH,,,,2026-07-22T15:55:00+00:00,,,,,,China Eastern Airlines,MU,CES,3221,MU3221,CES3221,sichuan airlines,3u,csc,6359,3u6359,csc6359,,,,,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T14:35:00+00:00,2026-07-22T14:35:00+00:00,,,,"Gannan Xiahe Airport
",,GXH,ZLXH,,,,2026-07-22T15:55:00+00:00,,,,,,Xiamen Air,MF,CXA,4639,MF4639,CXA4639,sichuan airlines,3u,csc,6359,3u6359,csc6359,,,,,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T14:35:00+00:00,2026-07-22T14:35:00+00:00,,,,"Gannan Xiahe Airport
",,GXH,ZLXH,,,,2026-07-22T15:55:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4751,CZ4751,CSN4751,sichuan airlines,3u,csc,6359,3u6359,csc6359,,,,,
2026-07-22,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,1,,,2026-07-22T13:35:00+00:00,2026-07-22T13:35:00+00:00,,,,Yogyakarta International Airport,,YIA,WAHI,,,,2026-07-22T14:50:00+00:00,,,,,,Garuda Indonesia,GA,GIA,8786,GA8786,GIA8786,citilink,qg,ctv,778,qg778,ctv778,,,,8A06D0,
2026-07-22,scheduled,,,Siem Reap Angkor International Airport,Asia/Phnom_Penh,SAI,VDSA,,,,2026-07-22T14:45:00+00:00,2026-07-22T14:45:00+00:00,,,,Sihanoukville,Asia/Phnom_Penh,KOS,VDSV,,,,2026-07-22T16:00:00+00:00,,,,,,Cambodia Airways,KR,KME,804,KR804,KME804,,,,,,,,,,,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Qingdao,Asia/Shanghai,TAO,ZSQD,1,,15,2026-07-22T18:50:00+00:00,,,,,,Lucky Air,8L,LKE,9709,8L9709,LKE9709,,,,,,,,,,780EEB,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,1,,,2026-07-22T18:20:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6913,3U6913,CSC6913,,,,,,,,,,78107A,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,,10,2026-07-22T18:55:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,9546,ZH9546,CSZ9546,,,,,,,,,,78056D,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,66,2026-07-22T18:35:00+00:00,,,,,,China Eastern Airlines,MU,CES,6185,MU6185,CES6185,,,,,,,,,,780659,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-22T18:10:00+00:00,,,,,,China Eastern Airlines,MU,CES,5035,MU5035,CES5035,,,,,,,,,,780B39,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Haikou,Asia/Shanghai,HAK,ZJHK,2,,9,2026-07-22T18:20:00+00:00,,,,,,Hainan Airlines,HU,CHH,7086,HU7086,CHH7086,,,,,,,,,,,
2026-07-22,cancelled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,T2,,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Daguocun,Asia/Shanghai,SJW,ZBSJ,,,,2026-07-22T18:25:00+00:00,,,,,,Air China,CA,CCA,2707,CA2707,CCA2707,,,,,,,,,,,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T16:05:00+00:00,2026-07-22T16:05:00+00:00,,,,Kuqa,Asia/Shanghai,KCA,ZWKC,,,,2026-07-22T20:15:00+00:00,,,,,,Air China,CA,CCA,2519,CA2519,CCA2519,,,,,,,,,,,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T16:00:00+00:00,2026-07-22T16:00:00+00:00,,,,Hailar,Asia/Shanghai,HLD,ZBLA,T2,,,2026-07-22T19:40:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6855,3U6855,CSC6855,,,,,,,,,,780809,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T16:00:00+00:00,2026-07-22T16:00:00+00:00,,,,Gonggar/Lhasa,Asia/Shanghai,LXA,ZULS,T3,,,2026-07-22T18:20:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6637,3U6637,CSC6637,,,,,,,,,,780B86,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T16:00:00+00:00,2026-07-22T16:00:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-07-22T18:35:00+00:00,,,,,,Shanghai Airlines,FM,CSH,9544,FM9544,CSH9544,,,,,,,,,,,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-22T16:00:00+00:00,2026-07-22T16:00:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-07-22T18:45:00+00:00,,,,,,Air China,CA,CCA,4193,CA4193,CCA4193,,,,,,,,,,780356,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,G27,,2026-07-22T16:00:00+00:00,2026-07-22T16:00:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,38,2026-07-22T18:25:00+00:00,,,,,,9 Air,AQ,JYH,1116,AQ1116,JYH1116,,,,,,,,,,78151C,
2026-07-22,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-07-22T15:55:00+00:00,2026-07-22T15:55:00+00:00,,,,Cam Ranh,Asia/Ho_Chi_Minh,CXR,VVCR,2,,,2026-07-22T18:35:00+00:00,,,,,,Sichuan Airlines,3U,CSC,3939,3U3939,CSC3939,,,,,,,,,,,
