flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-08-20,scheduled,,,Bathurst Island,Australia/Darwin,BRT,YBTI,,,7.0,2026-08-20T09:00:00+00:00,2026-08-20T09:00:00+00:00,,,,Darwin,Australia/Darwin,DRW,YPDN,,,,2026-08-19T09:20:00+00:00,6.0,2026-08-19T09:26:00+00:00,,,,empty,,RHE,,,RHE,,,,,,,,,,,
2026-08-19,scheduled,,,Paraburdoo,Australia/Perth,PBO,YPBO,,,,2026-08-19T09:05:00+00:00,2026-08-19T09:05:00+00:00,,,,Perth International,Australia/Perth,PER,YPPH,3,,,2026-08-19T10:55:00+00:00,,,,,,Airnorth,TL,NWK,6301,TL6301,NWK6301,,,,,7C03F0,,,,,,
2026-08-19,scheduled,,,,,KFE,YFDF,,,,2026-08-19T08:05:00+00:00,2026-08-19T08:05:00+00:00,,,,Perth International,Australia/Perth,PER,YPPH,3,,,2026-08-19T10:00:00+00:00,,,,,,Qantas,QF,QFA,2917,QF2917,QFA2917,,,,,,,,,,,
2026-08-19,scheduled,,,Perth International,Australia/Perth,PER,YPPH,,,,2026-08-19T09:35:00+00:00,2026-08-19T09:35:00+00:00,,,,Alyangula,Australia/Darwin,GTE,YGTE,,,,2026-08-19T14:37:00+00:00,,,,,,Alliance Airlines,QQ,UTY,5982,QQ5982,UTY5982,,,,,7C6783,,,,,,
2026-08-19,active,,,Perth International,Australia/Perth,PER,YPPH,,,,2026-08-19T08:30:00+00:00,2026-08-19T08:30:00+00:00,,,,Leonora,Australia/Perth,LNO,YLEO,,,,2026-08-19T09:59:00+00:00,,,,,,Hinterland Aviation,OI,HND,,OI,HND,,,,,7C2505,,,,,,
2026-08-19,scheduled,,,Ostend/Bruges International Airport,Europe/Brussels,OST,EBOS,,,,2026-08-19T09:00:00+00:00,2026-08-19T09:00:00+00:00,,,,Dublin International,Europe/Dublin,DUB,EIDW,,,,2026-08-19T09:36:00+00:00,,,,,,Elangeni,,ELG,,,ELG,,,,,3CD3B7,,,,,,
2026-08-19,scheduled,,,Ostend/Bruges International Airport,Europe/Brussels,OST,EBOS,,,,2026-08-19T08:00:00+00:00,2026-08-19T08:00:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,,,,2026-08-20T01:23:00+00:00,,,,,,Aerotranscargo,F5,ATG,7713,F57713,ATG7713,,,,,504E59,,,,,,
2026-08-19,scheduled,,,Pyrzowice,Europe/Warsaw,KTW,EPKT,,,,2026-08-19T04:25:00+00:00,2026-08-19T04:25:00+00:00,,,,Costa Smeralda,Europe/Rome,OLB,LIEO,,,,2026-08-19T06:37:00+00:00,,,,,,Electra Airways,3E,AMQ,356,3E356,AMQ356,,,,,452082,,,,,,
2026-08-19,scheduled,,,Costa Smeralda,Europe/Rome,OLB,LIEO,,,,2026-08-19T07:40:00+00:00,2026-08-19T07:40:00+00:00,,,,Pyrzowice,Europe/Warsaw,KTW,EPKT,,,,2026-08-19T09:53:00+00:00,15.0,,,,,Electra Airways,3E,AMQ,357,3E357,AMQ357,,,,,452082,,,,,,
2026-08-19,active,,,Hakodate,Asia/Tokyo,HKD,RJCH,,3,11.0,2026-08-19T08:45:00+00:00,2026-08-19T08:45:00+00:00,2026-08-19T09:04:00+00:00,2026-08-19T09:04:00+00:00,2026-08-19T09:04:00+00:00,Okadama,Asia/Tokyo,OKD,RJCO,,,,2026-08-19T09:25:00+00:00,11.0,2026-08-19T09:36:00+00:00,,,,Japan Airlines,JL,JAL,2742,JL2742,JAL2742,,,,,845F5A,,,,,,
