flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-21,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-07-21T06:00:00+00:00,2026-07-21T06:00:00+00:00,,,,Phung-Duc,Asia/Ho_Chi_Minh,BMV,VVBM,,,,2026-07-21T07:45:00+00:00,,,,,,Flexflight,W2,FXT,4491,W24491,FXT4491,vietjet air,vj,vjc,491,vj491,vjc491,,,,,
2026-07-21,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-07-21T06:00:00+00:00,2026-07-21T06:00:00+00:00,,,,Phung-Duc,Asia/Ho_Chi_Minh,BMV,VVBM,,,,2026-07-21T07:45:00+00:00,,,,,,,A1,A1,2491,A12491,A12491,vietjet air,vj,vjc,491,vj491,vjc491,,,,,
2026-07-21,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-07-21T06:00:00+00:00,2026-07-21T06:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-07-21T08:10:00+00:00,,,,,,,H1,H1,4256,H14256,H14256,vietjet air,vj,vjc,121,vj121,vjc121,,,,,
2026-07-21,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-07-21T06:00:00+00:00,2026-07-21T06:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-07-21T08:10:00+00:00,,,,,,Flexflight,W2,FXT,4121,W24121,FXT4121,vietjet air,vj,vjc,121,vj121,vjc121,,,,,
2026-07-21,scheduled,,,Heydar Aliyev International (Bina International),Asia/Baku,GYD,UBBB,,,,2026-07-21T02:05:00+00:00,2026-07-21T02:05:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,,,,2026-07-21T04:40:00+00:00,,,,,,MSC Air,CP,LSI,192,CP192,LSI192,,,,,,,,,,,300A44
2026-07-21,scheduled,,,Futuna Island,Pacific/Wallis,FUT,NLWF,,,,2026-07-21T09:00:00+00:00,2026-07-21T09:00:00+00:00,,,,Wallis Island,Pacific/Wallis,WLS,NLWW,,,,2026-07-21T10:00:00+00:00,,,,,,Air Oceania,,RLY,21,,RLY21,,,,,,,,,,,
2026-07-21,scheduled,,,Futuna Island,Pacific/Wallis,FUT,NLWF,,,,2026-07-21T09:00:00+00:00,2026-07-21T09:00:00+00:00,,,,Wallis Island,Pacific/Wallis,WLS,NLWW,,,,2026-07-21T10:00:00+00:00,,,,,,Air Oceania,,RLY,5021,,RLY5021,,,,,,,,,,,
2026-07-21,scheduled,,,Futuna Island,Pacific/Wallis,FUT,NLWF,,,,2026-07-21T12:00:00+00:00,2026-07-21T12:00:00+00:00,,,,Wallis Island,Pacific/Wallis,WLS,NLWW,,,,2026-07-21T13:00:00+00:00,,,,,,Air Oceania,,RLY,23,,RLY23,,,,,,,,,,,
2026-07-21,scheduled,,,Futuna Island,Pacific/Wallis,FUT,NLWF,,,,2026-07-21T12:00:00+00:00,2026-07-21T12:00:00+00:00,,,,Wallis Island,Pacific/Wallis,WLS,NLWW,,,,2026-07-21T13:00:00+00:00,,,,,,Air Oceania,,RLY,5023,,RLY5023,,,,,,,,,,,
2026-07-21,scheduled,,,Sunan International,Asia/Pyongyang,FNJ,ZKPY,2,,,2026-07-21T08:30:00+00:00,2026-07-21T08:30:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,,6,2026-07-21T09:50:00+00:00,,,,,,Air Koryo,JS,KOR,151,JS151,KOR151,,,,,,,,,,,
2026-07-21,scheduled,,,Matei,Pacific/Fiji,TVU,NFNM,,,,2026-07-21T11:50:00+00:00,2026-07-21T11:50:00+00:00,,,,Nadi International,Pacific/Fiji,NAN,NFFN,,,,2026-07-21T13:10:00+00:00,,,,,,Fiji Airways,FJ,FJI,154,FJ154,FJI154,,,,,,,,,,,C8808D
2026-07-21,scheduled,,,Matei,Pacific/Fiji,TVU,NFNM,,,,2026-07-21T11:20:00+00:00,2026-07-21T11:20:00+00:00,,,,Nadi International,Pacific/Fiji,NAN,NFFN,,,,2026-07-21T12:40:00+00:00,,,,,,Fiji Airways,FJ,FJI,150,FJ150,FJI150,,,,,,,,,,,C8807F
2026-07-21,scheduled,,,Tashkent International,Asia/Tashkent,TAS,UZTT,,,,2026-07-21T01:30:00+00:00,2026-07-21T01:30:00+00:00,,,,Mosnov,Europe/Prague,OSR,LKMT,,,,2026-07-21T04:57:00+00:00,,,,,,My Freighter,C6,MFX,7675,C67675,MFX7675,,,,,,,,,,,507CB1
2026-07-21,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,63,,2026-07-21T07:35:00+00:00,2026-07-21T07:35:00+00:00,,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-21T12:05:00+00:00,20.0,,,,,Batik Air,ID,BTK,172,ID172,BTK172,,,,,,,,,,,7502D9
2026-07-21,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A2,,2026-07-21T01:30:00+00:00,2026-07-21T01:30:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,3,,,2026-07-21T08:05:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3366,NZ3366,ANZ3366,singapore airlines,sq,sia,366,sq366,sia366,,,,,76CDAA
2026-07-21,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A2,,2026-07-21T01:30:00+00:00,2026-07-21T01:30:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,3,,,2026-07-21T08:05:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5820,MH5820,MAS5820,singapore airlines,sq,sia,366,sq366,sia366,,,,,76CDAA
2026-07-21,scheduled,,,Lamezia Terme,Europe/Rome,SUF,LICA,,,,2026-07-21T00:15:00+00:00,2026-07-21T00:15:00+00:00,,,,Prague Vaclav Havel Airport,Europe/Prague,PRG,LKPR,T2,,,2026-07-21T02:20:00+00:00,,,,,,Smartwings,QS,TVS,2721,QS2721,TVS2721,,,,,,,,,,,49D3D4
