flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-08-16,,,,Moree,Australia/Sydney,MRZ,YMOR,,,,2026-08-16T19:00:00+00:00,2026-08-16T19:00:00+00:00,,,,Gold Coast (coolangatta),Australia/Brisbane,OOL,YBCG,,,,2026-08-13T13:15:00+00:00,,,,,,empty,,,,,,,,,,,,,,,,
2026-08-14,active,,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,1,B5,,2026-08-14T00:20:00+00:00,2026-08-14T00:20:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-08-14T05:00:00+00:00,,,,,,AirAsia,D7,XAX,379,D7379,XAX379,,,,,7501E9,,,,,,
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-08-14T01:15:00+00:00,2026-08-14T01:15:00+00:00,,,,Oliver Reginald Tambo International (Jan Smuts International),Africa/Johannesburg,JNB,FAOR,A,,,2026-08-14T06:10:00+00:00,,,,,,South African Airways,SA,SAA,7231,SA7231,SAA7231,,,,,76CDA9,singapore airlines,sq,sia,478,sq478,sia478
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-08-14T01:15:00+00:00,2026-08-14T01:15:00+00:00,,,,Oliver Reginald Tambo International (Jan Smuts International),Africa/Johannesburg,JNB,FAOR,A,,,2026-08-14T06:10:00+00:00,,,,,,Asiana Airlines,OZ,AAR,6792,OZ6792,AAR6792,,,,,76CDA9,singapore airlines,sq,sia,478,sq478,sia478
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-08-14T01:15:00+00:00,2026-08-14T01:15:00+00:00,,,,Oliver Reginald Tambo International (Jan Smuts International),Africa/Johannesburg,JNB,FAOR,A,,,2026-08-14T06:10:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3278,NZ3278,ANZ3278,,,,,76CDA9,singapore airlines,sq,sia,478,sq478,sia478
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-08-14T01:15:00+00:00,2026-08-14T01:15:00+00:00,,,,Oliver Reginald Tambo International (Jan Smuts International),Africa/Johannesburg,JNB,FAOR,A,,,2026-08-14T06:10:00+00:00,,,,,,All Nippon Airways,NH,ANA,6274,NH6274,ANA6274,,,,,76CDA9,singapore airlines,sq,sia,478,sq478,sia478
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-08-14T01:15:00+00:00,2026-08-14T01:15:00+00:00,,,,Oliver Reginald Tambo International (Jan Smuts International),Africa/Johannesburg,JNB,FAOR,A,,,2026-08-14T06:10:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5764,MH5764,MAS5764,,,,,76CDA9,singapore airlines,sq,sia,478,sq478,sia478
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,D37,,2026-08-14T01:15:00+00:00,2026-08-14T01:15:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-08-14T07:10:00+00:00,,,,,,Air China,CA,CCA,8864,CA8864,CCA8864,,,,,,shandong airlines,sc,cdg,8062,sc8062,cdg8062
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E6,,2026-08-14T01:10:00+00:00,2026-08-14T01:10:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-08-14T05:55:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1549,CZ1549,CSN1549,,,,,,sichuan airlines,3u,csc,3920,3u3920,csc3920
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A11,,2026-08-14T01:10:00+00:00,2026-08-14T01:10:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,37,2026-08-14T07:15:00+00:00,,,,,,Virgin Australia,VA,VOZ,5780,VA5780,VOZ5780,,,,,,singapore airlines,sq,sia,800,sq800,sia800
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A11,,2026-08-14T01:10:00+00:00,2026-08-14T01:10:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,37,2026-08-14T07:15:00+00:00,,,,,,Air China,CA,CCA,5286,CA5286,CCA5286,,,,,,singapore airlines,sq,sia,800,sq800,sia800
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A1,,2026-08-14T01:05:00+00:00,2026-08-14T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-08-14T08:00:00+00:00,,,,,,TAP Air Portugal,TP,TAP,8400,TP8400,TAP8400,,,,,76CDB5,singapore airlines,sq,sia,306,sq306,sia306
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A1,,2026-08-14T01:05:00+00:00,2026-08-14T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-08-14T08:00:00+00:00,,,,,,SAS,SK,SAS,8036,SK8036,SAS8036,,,,,76CDB5,singapore airlines,sq,sia,306,sq306,sia306
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A1,,2026-08-14T01:05:00+00:00,2026-08-14T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-08-14T08:00:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3306,NZ3306,ANZ3306,,,,,76CDB5,singapore airlines,sq,sia,306,sq306,sia306
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A1,,2026-08-14T01:05:00+00:00,2026-08-14T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-08-14T08:00:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5754,MH5754,MAS5754,,,,,76CDB5,singapore airlines,sq,sia,306,sq306,sia306
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A1,,2026-08-14T01:05:00+00:00,2026-08-14T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-08-14T08:00:00+00:00,,,,,,Fiji Airways,FJ,FJI,5949,FJ5949,FJI5949,,,,,76CDB5,singapore airlines,sq,sia,306,sq306,sia306
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A1,,2026-08-14T01:05:00+00:00,2026-08-14T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-08-14T08:00:00+00:00,,,,,,Air Canada,AC,ACA,5876,AC5876,ACA5876,,,,,76CDB5,singapore airlines,sq,sia,306,sq306,sia306
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A21,,2026-08-14T00:55:00+00:00,2026-08-14T00:55:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,9,2026-08-14T07:25:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9159,GA9159,GIA9159,,,,,78189C,china eastern airlines,mu,ces,5032,mu5032,ces5032
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A20,,2026-08-14T00:55:00+00:00,2026-08-14T00:55:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,16,2026-08-14T06:20:00+00:00,,,,,,Qantas,QF,QFA,4092,QF4092,QFA4092,,,,,782272,china eastern airlines,mu,ces,544,mu544,ces544
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A20,,2026-08-14T00:55:00+00:00,2026-08-14T00:55:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,16,2026-08-14T06:20:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9027,GA9027,GIA9027,,,,,782272,china eastern airlines,mu,ces,544,mu544,ces544
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C15,,2026-08-14T00:55:00+00:00,2026-08-14T00:55:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,E08,,2026-08-14T08:15:00+00:00,,,,,,Qantas,QF,QFA,4235,QF4235,QFA4235,,,,,4851F5,klm,kl,klm,836,kl836,klm836
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C15,,2026-08-14T00:55:00+00:00,2026-08-14T00:55:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,E08,,2026-08-14T08:15:00+00:00,,,,,,Air France,AF,AFR,8218,AF8218,AFR8218,,,,,4851F5,klm,kl,klm,836,kl836,klm836
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,4,G11,,2026-08-14T00:50:00+00:00,2026-08-14T00:50:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,35,16,2026-08-14T08:40:00+00:00,,,,,,,H1,H1,9906,H19906,H19906,,,,,,jeju air,7c,jja,2624,7c2624,jja2624
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C25,,2026-08-14T00:50:00+00:00,2026-08-14T00:50:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,10,2026-08-14T04:05:00+00:00,,,,,,TAP Air Portugal,TP,TAP,6356,TP6356,TAP6356,,,,,8960EE,emirates,ek,uae,353,ek353,uae353
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C25,,2026-08-14T00:50:00+00:00,2026-08-14T00:50:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,10,2026-08-14T04:05:00+00:00,,,,,,Qantas,QF,QFA,8353,QF8353,QFA8353,,,,,8960EE,emirates,ek,uae,353,ek353,uae353
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A14,,2026-08-14T00:45:00+00:00,2026-08-14T00:45:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,80,I07,2026-08-14T10:20:00+00:00,,,,,,Virgin Australia,VA,VOZ,5549,VA5549,VOZ5549,,,,,76CD19,singapore airlines,sq,sia,255,sq255,sia255
2026-08-14,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A14,,2026-08-14T00:45:00+00:00,2026-08-14T00:45:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,80,I07,2026-08-14T10:20:00+00:00,,,,,,Turkish Airlines,TK,THY,9330,TK9330,THY9330,,,,,76CD19,singapore airlines,sq,sia,255,sq255,sia255
2026-08-14,scheduled,,,Pekoa,Pacific/Efate,SON,NVSS,,,,2026-08-14T09:00:00+00:00,2026-08-14T09:00:00+00:00,,,,Bauerfield,Pacific/Efate,VLI,NVVV,,,,2026-08-14T09:50:00+00:00,,,,,,Air Vanuatu,NF,AVN,301,NF301,AVN301,,,,,,,,,,,
2026-08-14,scheduled,,,Pekoa,Pacific/Efate,SON,NVSS,,,,2026-08-14T08:55:00+00:00,2026-08-14T08:55:00+00:00,,,,Gaua,Pacific/Efate,ZGU,NVSQ,,,,2026-08-14T09:40:00+00:00,,,,,,Air Vanuatu,NF,AVN,278,NF278,AVN278,,,,,,,,,,,
2026-08-14,scheduled,,,Pekoa,Pacific/Efate,SON,NVSS,,,,2026-08-14T08:50:00+00:00,2026-08-14T08:50:00+00:00,,,,Gaua,Pacific/Efate,ZGU,NVSQ,,,,2026-08-14T09:35:00+00:00,,,,,,Air Vanuatu,NF,AVN,270,NF270,AVN270,,,,,,,,,,,
2026-08-14,scheduled,,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-08-14T06:25:00+00:00,2026-08-14T06:25:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-08-14T11:45:00+00:00,,,,,,Asiana Airlines,OZ,AAR,6798,OZ6798,AAR6798,,,,,,singapore airlines,sq,sia,224,sq224,sia224
2026-08-14,scheduled,,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-08-14T06:25:00+00:00,2026-08-14T06:25:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-08-14T11:45:00+00:00,,,,,,Swiss,LX,SWR,9013,LX9013,SWR9013,,,,,,singapore airlines,sq,sia,224,sq224,sia224
2026-08-14,scheduled,,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-08-14T06:25:00+00:00,2026-08-14T06:25:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-08-14T11:45:00+00:00,,,,,,Lufthansa,LH,DLH,9759,LH9759,DLH9759,,,,,,singapore airlines,sq,sia,224,sq224,sia224
2026-08-14,scheduled,,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-08-14T06:25:00+00:00,2026-08-14T06:25:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-08-14T11:45:00+00:00,,,,,,Air India,AI,AIC,8237,AI8237,AIC8237,,,,,,singapore airlines,sq,sia,224,sq224,sia224
2026-08-14,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-08-14T01:00:00+00:00,2026-08-14T01:00:00+00:00,,,,Maputo International,Africa/Maputo,MPM,FQMA,,,,2026-08-14T07:55:00+00:00,,,,,,Qatar Airways,QR,QTR,1375,QR1375,QTR1375,,,,,,,,,,,
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,"E,K",,2026-08-14T06:25:00+00:00,2026-08-14T06:25:00+00:00,,,,Weihai,Asia/Shanghai,WEH,ZSWH,,,,2026-08-14T09:45:00+00:00,,,,,,Xiamen Air,MF,CXA,7778,MF7778,CXA7778,,,,,78134D,china eastern airlines,mu,ces,6895,mu6895,ces6895
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,"C,D",,2026-08-14T06:25:00+00:00,2026-08-14T06:25:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-08-14T09:35:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1386,ZH1386,CSZ1386,,,,,,air china,ca,cca,1386,ca1386,cca1386
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,"C,D",,2026-08-14T06:25:00+00:00,2026-08-14T06:25:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-08-14T09:35:00+00:00,,,,,,Lufthansa,LH,DLH,7081,LH7081,DLH7081,,,,,,air china,ca,cca,1386,ca1386,cca1386
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,"C,D",,2026-08-14T06:25:00+00:00,2026-08-14T06:25:00+00:00,,,,Fenghuang International (Phoenix International),Asia/Shanghai,SYX,ZJSY,1,,,2026-08-14T08:10:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1774,3U1774,CSC1774,,,,,,china southern airlines,cz,csn,6748,cz6748,csn6748
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-08-14T06:20:00+00:00,2026-08-14T06:20:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-08-14T08:40:00+00:00,30.0,,,,,Tibet Airlines,TV,TBA,2536,TV2536,TBA2536,,,,,,loong air,gj,cdc,8990,gj8990,cdc8990
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-08-14T06:20:00+00:00,2026-08-14T06:20:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-08-14T08:40:00+00:00,30.0,,,,,China Eastern Airlines,MU,CES,3141,MU3141,CES3141,,,,,,loong air,gj,cdc,8990,gj8990,cdc8990
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-08-14T06:20:00+00:00,2026-08-14T06:20:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-08-14T08:40:00+00:00,30.0,,,,,Xiamen Air,MF,CXA,5375,MF5375,CXA5375,,,,,,loong air,gj,cdc,8990,gj8990,cdc8990
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-08-14T06:20:00+00:00,2026-08-14T06:20:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-08-14T08:40:00+00:00,30.0,,,,,China Express Airlines,G5,HXA,9578,G59578,HXA9578,,,,,,loong air,gj,cdc,8990,gj8990,cdc8990
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-08-14T06:20:00+00:00,2026-08-14T06:20:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-08-14T08:40:00+00:00,30.0,,,,,Chengdu Airlines,EU,UEA,9236,EU9236,UEA9236,,,,,,loong air,gj,cdc,8990,gj8990,cdc8990
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-08-14T06:20:00+00:00,2026-08-14T06:20:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-08-14T08:40:00+00:00,30.0,,,,,Sichuan Airlines,3U,CSC,4946,3U4946,CSC4946,,,,,,loong air,gj,cdc,8990,gj8990,cdc8990
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-08-14T06:20:00+00:00,2026-08-14T06:20:00+00:00,,,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-08-14T09:35:00+00:00,,,,,,Hainan Airlines,HU,CHH,2097,HU2097,CHH2097,,,,,7819EC,loong air,gj,cdc,8567,gj8567,cdc8567
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-08-14T06:20:00+00:00,2026-08-14T06:20:00+00:00,,,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-08-14T09:35:00+00:00,,,,,,Xiamen Air,MF,CXA,5246,MF5246,CXA5246,,,,,7819EC,loong air,gj,cdc,8567,gj8567,cdc8567
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-08-14T06:20:00+00:00,2026-08-14T06:20:00+00:00,,,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-08-14T09:35:00+00:00,,,,,,Tibet Airlines,TV,TBA,2407,TV2407,TBA2407,,,,,7819EC,loong air,gj,cdc,8567,gj8567,cdc8567
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-08-14T06:20:00+00:00,2026-08-14T06:20:00+00:00,,,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-08-14T09:35:00+00:00,,,,,,China Southern Airlines,CZ,CSN,7081,CZ7081,CSN7081,,,,,7819EC,loong air,gj,cdc,8567,gj8567,cdc8567
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,,,,2026-08-14T04:40:00+00:00,2026-08-14T04:40:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-08-14T15:19:00+00:00,,,,,,FedEx,FX,FDX,6040,FX6040,FDX6040,,,,,ABD6C6,,,,,,
2026-08-14,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,,,,2026-08-14T03:50:00+00:00,2026-08-14T03:50:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,,,2026-08-14T10:00:00+00:00,,,,,,China Southern Cargo,,CSG,2693,,CSG2693,,,,,780654,,,,,,
2026-08-14,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,114,,2026-08-14T01:20:00+00:00,2026-08-14T01:20:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-08-14T05:45:00+00:00,,,,,,Japan Airlines,JL,JAL,33,JL33,JAL33,,,,,86E4FC,,,,,,
2026-08-14,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,28,,2026-08-14T03:45:00+00:00,2026-08-14T03:45:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-08-14T05:30:00+00:00,15.0,,,,,Virgin Atlantic,VS,VIR,8335,VS8335,VIR8335,,,,,80177D,indigo,6e,igo,5205,6e5205,igo5205
2026-08-14,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,28,,2026-08-14T03:45:00+00:00,2026-08-14T03:45:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-08-14T05:30:00+00:00,15.0,,,,,Qantas,QF,QFA,5053,QF5053,QFA5053,,,,,80177D,indigo,6e,igo,5205,6e5205,igo5205
2026-08-14,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,28,,2026-08-14T03:45:00+00:00,2026-08-14T03:45:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-08-14T05:30:00+00:00,15.0,,,,,KLM,KL,KLM,4706,KL4706,KLM4706,,,,,80177D,indigo,6e,igo,5205,6e5205,igo5205
2026-08-14,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,28,,2026-08-14T03:45:00+00:00,2026-08-14T03:45:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-08-14T05:30:00+00:00,15.0,,,,,Japan Airlines,JL,JTL,5193,JL5193,JTL5193,,,,,80177D,indigo,6e,igo,5205,6e5205,igo5205
2026-08-14,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,28,,2026-08-14T03:45:00+00:00,2026-08-14T03:45:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-08-14T05:30:00+00:00,15.0,,,,,Air France,AF,AFR,3774,AF3774,AFR3774,,,,,80177D,indigo,6e,igo,5205,6e5205,igo5205
2026-08-14,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,26,,2026-08-14T03:00:00+00:00,2026-08-14T03:00:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,,06,2026-08-14T05:50:00+00:00,15.0,,,,,Virgin Atlantic,VS,VIR,8256,VS8256,VIR8256,,,,,801745,indigo,6e,igo,804,6e804,igo804
