flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared
2026-06-15,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-15T00:35:00+00:00,2026-06-15T00:35:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,3,2026-06-15T04:50:00+00:00,,,,,,Virgin Australia,VA,VOZ,6397,VA6397,VOZ6397,qatar airways,qr,qtr,961,qr961,qtr961,,,,,
2026-06-15,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-15T00:35:00+00:00,2026-06-15T00:35:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,9,2026-06-15T05:35:00+00:00,,,,,,Garuda Indonesia,GA,GIA,8855,GA8855,GIA8855,emirates,ek,uae,399,ek399,uae399,,,,,
2026-06-15,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-15T00:35:00+00:00,2026-06-15T00:35:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,9,2026-06-15T05:35:00+00:00,,,,,,flydubai,FZ,FDB,6399,FZ6399,FDB6399,emirates,ek,uae,399,ek399,uae399,,,,,
2026-06-15,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-15T00:35:00+00:00,2026-06-15T00:35:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,9,2026-06-15T05:35:00+00:00,,,,,,Condor,DE,CFG,5963,DE5963,CFG5963,emirates,ek,uae,399,ek399,uae399,,,,,
2026-06-15,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,8,,2026-06-15T00:30:00+00:00,2026-06-15T00:30:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,,,2026-06-15T06:05:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9725,GA9725,GIA9725,xiamen air,mf,cxa,892,mf892,cxa892,,,,7821C7,
2026-06-15,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-15T00:20:00+00:00,2026-06-15T00:20:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,,,2026-06-15T08:50:00+00:00,,,,,,Aeromexico,AM,AMX,7412,AM7412,AMX7412,garuda indonesia,ga,gia,880,ga880,gia880,,,,,
2026-06-15,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-15T00:20:00+00:00,2026-06-15T00:20:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,,,2026-06-15T08:50:00+00:00,,,,,,Japan Airlines,JL,JTL,5014,JL5014,JTL5014,garuda indonesia,ga,gia,880,ga880,gia880,,,,,
2026-06-15,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-15T00:15:00+00:00,2026-06-15T00:15:00+00:00,,,,Cheongju,Asia/Seoul,CJJ,RKTU,,,,2026-06-15T08:35:00+00:00,,,,,,,H1,H1,5952,H15952,H15952,t'way air,tw,twb,158,tw158,twb158,,,,,
2026-06-15,scheduled,,,Cagayan De Oro Domestic Airport,Asia/Manila,CGY,RPMY,,,,2026-06-15T00:25:00+00:00,2026-06-15T00:25:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,2,,,2026-06-15T01:55:00+00:00,,,,,,Philippine Airlines,PR,PAL,2530,PR2530,PAL2530,,,,,,,,,,,
2026-06-15,scheduled,,,Cagayan De Oro Domestic Airport,Asia/Manila,CGY,RPMY,,,,2026-06-15T00:25:00+00:00,2026-06-15T00:25:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,2,,,2026-06-15T01:55:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5918,MH5918,MAS5918,philippine airlines,pr,pal,2530,pr2530,pal2530,,,,,
2026-06-15,scheduled,,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,,,,2026-06-15T01:00:00+00:00,2026-06-15T01:00:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-06-15T02:30:00+00:00,,,,,,China Postal Airlines,CF,CYZ,9091,CF9091,CYZ9091,,,,,,,,,,,
2026-06-15,scheduled,,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,,,,2026-06-15T00:10:00+00:00,2026-06-15T00:10:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-06-15T02:05:00+00:00,,,,,,Gridiron Air,GI,RZN,4233,GI4233,RZN4233,,,,,,,,,,,
2026-06-15,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-06-15T00:05:00+00:00,2026-06-15T00:05:00+00:00,,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-06-15T05:05:00+00:00,20.0,,,,,Etihad Airways,EY,ETD,473,EY473,ETD473,,,,,,,,,,8964FA,
2026-06-15,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-06-15T00:05:00+00:00,2026-06-15T00:05:00+00:00,,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-06-15T05:05:00+00:00,20.0,,,,,Egyptair,MS,MSR,8133,MS8133,MSR8133,etihad airways,ey,etd,473,ey473,etd473,,,,8964FA,
2026-06-15,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-06-15T00:05:00+00:00,2026-06-15T00:05:00+00:00,,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-06-15T05:05:00+00:00,20.0,,,,,Garuda Indonesia,GA,GIA,9045,GA9045,GIA9045,etihad airways,ey,etd,473,ey473,etd473,,,,8964FA,
2026-06-15,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-06-15T00:05:00+00:00,2026-06-15T00:05:00+00:00,,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-06-15T05:05:00+00:00,20.0,,,,,Condor,DE,CFG,5493,DE5493,CFG5493,etihad airways,ey,etd,473,ey473,etd473,,,,8964FA,
2026-06-15,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-06-15T00:05:00+00:00,2026-06-15T00:05:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-15T06:05:00+00:00,,,,,,Cathay Pacific,CX,CPA,798,CX798,CPA798,,,,,,,,,,,
2026-06-15,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-06-15T00:05:00+00:00,2026-06-15T00:05:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-15T06:05:00+00:00,,,,,,British Airways,BA,BAW,4148,BA4148,BAW4148,cathay pacific,cx,cpa,798,cx798,cpa798,,,,,
2026-06-15,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-06-15T00:05:00+00:00,2026-06-15T00:05:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-15T06:05:00+00:00,,,,,,American Airlines,AA,AAL,8918,AA8918,AAL8918,cathay pacific,cx,cpa,798,cx798,cpa798,,,,,
2026-06-15,scheduled,,,Mactan-Cebu International,Asia/Manila,CEB,RPVM,2,,,2026-06-15T01:00:00+00:00,2026-06-15T01:00:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,220,,2026-06-15T06:30:00+00:00,,,,,,Korean Air,KE,KAL,602,KE602,KAL602,,,,,,,,,,71BD73,
2026-06-15,scheduled,,,Mactan-Cebu International,Asia/Manila,CEB,RPVM,1,,,2026-06-15T00:45:00+00:00,2026-06-15T00:45:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-06-15T02:20:00+00:00,,,,,,Cebu Pacific,5J,CEB,2504,5J2504,CEB2504,,,,,,,,,,,
2026-06-15,scheduled,,,Mactan-Cebu International,Asia/Manila,CEB,RPVM,1,,,2026-06-15T00:25:00+00:00,2026-06-15T00:25:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-06-15T02:00:00+00:00,,,,,,Cebu Pacific,5J,CEB,584,5J584,CEB584,,,,,,,,,,75857D,
2026-06-15,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,81,,2026-06-15T00:05:00+00:00,2026-06-15T00:05:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-15T06:50:00+00:00,,,,,,Lufthansa,LH,DLH,7008,LH7008,DLH7008,cathay pacific,cx,cpa,156,cx156,cpa156,,,,780AB7,
2026-06-15,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,81,,2026-06-15T00:05:00+00:00,2026-06-15T00:05:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-15T06:50:00+00:00,,,,,,Swiss,LX,SWR,9518,LX9518,SWR9518,cathay pacific,cx,cpa,156,cx156,cpa156,,,,780AB7,
