flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-19,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,G8,,2026-07-19T00:05:00+00:00,2026-07-19T00:05:00+00:00,,,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-07-19T05:50:00+00:00,,,,,,Batik Air Malaysia,OD,MXD,191,OD191,MXD191,,,,,,,,,,,
2026-07-19,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,A1,,2026-07-19T00:05:00+00:00,2026-07-19T00:05:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-07-19T05:30:00+00:00,,,,,,Shanghai Airlines,FM,CSH,7266,FM7266,CSH7266,,,,,,,,,,,
2026-07-19,scheduled,,,Kunming,Asia/Shanghai,KMG,ZPPP,,,,2026-07-19T00:05:00+00:00,2026-07-19T00:05:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-07-19T02:50:00+00:00,,,,,,China Postal Airlines,CF,CYZ,9017,CF9017,CYZ9017,,,,,,,,,,,
2026-07-19,scheduled,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-07-19T00:55:00+00:00,2026-07-19T00:55:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-19T04:40:00+00:00,,,,,,Japan Airlines,JL,JTL,727,JL727,JTL727,,,,,,,,,,,
2026-07-19,scheduled,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-07-19T00:55:00+00:00,2026-07-19T00:55:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-19T04:40:00+00:00,,,,,,IndiGo,6E,IGO,3810,6E3810,IGO3810,,jet linx aviation,jl,jtl,727,jl727,jtl727,,,,
2026-07-19,scheduled,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-07-19T00:55:00+00:00,2026-07-19T00:55:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-19T04:40:00+00:00,,,,,,AlphaSky,AS,JAG,7341,AS7341,JAG7341,,jet linx aviation,jl,jtl,727,jl727,jtl727,,,,
2026-07-19,scheduled,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-07-19T00:55:00+00:00,2026-07-19T00:55:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-19T04:40:00+00:00,,,,,,Bangkok Airways,PG,BKP,4170,PG4170,BKP4170,,jet linx aviation,jl,jtl,727,jl727,jtl727,,,,
2026-07-19,scheduled,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-07-19T00:55:00+00:00,2026-07-19T00:55:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-19T04:40:00+00:00,,,,,,SriLankan Airlines,UL,ALK,3345,UL3345,ALK3345,,jet linx aviation,jl,jtl,727,jl727,jtl727,,,,
2026-07-19,scheduled,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-07-19T00:15:00+00:00,2026-07-19T00:15:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,9,,2026-07-19T02:15:00+00:00,,,,,,T'way Air,TW,TWB,308,TW308,TWB308,,,,,,,,,,,
2026-07-19,scheduled,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-07-19T00:15:00+00:00,2026-07-19T00:15:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,249,,2026-07-19T02:15:00+00:00,,,,,,Asiana Airlines,OZ,AAR,117,OZ117,AAR117,,,,,,,,,,,
