flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-08-17,scheduled,,Nausori,Pacific/Fiji,SUV,NFNA,,,,2026-08-17T10:35:00+00:00,2026-08-17T10:35:00+00:00,,,,Nadi International,Pacific/Fiji,NAN,NFFN,,,,2026-08-17T11:05:00+00:00,,,,,,Fiji Airways,FJ,FJI,10,FJ10,FJI10,,,,,C88063,,,,,,,
2026-08-17,scheduled,,Nausori,Pacific/Fiji,SUV,NFNA,,,,2026-08-17T10:35:00+00:00,2026-08-17T10:35:00+00:00,,,,Nadi International,Pacific/Fiji,NAN,NFFN,,,,2026-08-17T11:05:00+00:00,,,,,,Singapore Airlines,SQ,SIA,6150,SQ6150,SIA6150,,,,,C88063,fiji airways,fj,fji,10,fj10,fji10,
2026-08-17,scheduled,,Matei,Pacific/Fiji,TVU,NFNM,,,,2026-08-17T09:25:00+00:00,2026-08-17T09:25:00+00:00,,,,Nadi International,Pacific/Fiji,NAN,NFFN,,,,2026-08-17T10:45:00+00:00,,,,,,Fiji Airways,FJ,FJI,150,FJ150,FJI150,,,,,C8807F,,,,,,,
2026-08-17,scheduled,,Savusavu,Pacific/Fiji,SVU,NFNS,,,,2026-08-17T09:15:00+00:00,2026-08-17T09:15:00+00:00,,,,Nadi International,Pacific/Fiji,NAN,NFFN,,,,2026-08-17T10:15:00+00:00,,,,,,Fiji Airways,FJ,FJI,158,FJ158,FJI158,,,,,C88083,,,,,,,
2026-08-17,scheduled,,Savusavu,Pacific/Fiji,SVU,NFNS,,,,2026-08-17T09:15:00+00:00,2026-08-17T09:15:00+00:00,,,,Nadi International,Pacific/Fiji,NAN,NFFN,,,,2026-08-17T10:15:00+00:00,,,,,,Singapore Airlines,SQ,SIA,6182,SQ6182,SIA6182,,,,,C88083,fiji airways,fj,fji,158,fj158,fji158,
2026-08-17,scheduled,,Nanchong,Asia/Shanghai,NAO,ZUNC,,6,,2026-08-17T06:35:00+00:00,2026-08-17T06:35:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-08-17T08:45:00+00:00,,,,,,China Southern Airlines,CZ,CSN,6550,CZ6550,CSN6550,,,,,7820A8,,,,,,,
2026-08-17,scheduled,,Nadi International,Pacific/Fiji,NAN,NFFN,,,,2026-08-17T11:05:00+00:00,2026-08-17T11:05:00+00:00,,,,Funafuti International Airport,Pacific/Funafuti,FUN,NGFU,,,,2026-08-17T13:40:00+00:00,,,,,,Fiji Airways,FJ,FJI,289,FJ289,FJI289,,,,,C88068,,,,,,,
2026-08-17,scheduled,,Nadi International,Pacific/Fiji,NAN,NFFN,,,,2026-08-17T11:00:00+00:00,2026-08-17T11:00:00+00:00,,,,Nausori,Pacific/Fiji,SUV,NFNA,,,,2026-08-17T11:45:00+00:00,,,,,,Fiji Airways,FJ,FJI,41,FJ41,FJI41,,,,,C88083,,,,,,,
2026-08-17,scheduled,,Nadi International,Pacific/Fiji,NAN,NFFN,,,,2026-08-17T10:35:00+00:00,2026-08-17T10:35:00+00:00,,,,Savusavu,Pacific/Fiji,SVU,NFNS,,,,2026-08-17T11:35:00+00:00,,,,,,Fiji Airways,FJ,FJI,105,FJ105,FJI105,,,,,C8808D,,,,,,,
2026-08-17,scheduled,,Dr. Babasaheb Ambedkar International,Asia/Kolkata,NAG,VANP,,,,2026-08-17T03:40:00+00:00,2026-08-17T03:40:00+00:00,,,,Lohegaon,Asia/Kolkata,PNQ,VAPO,,,,2026-08-17T04:55:00+00:00,10.0,,,,,IndiGo,6E,IGO,6659,6E6659,IGO6659,,,,,8014F7,,,,,,,
