flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-07-02,scheduled,,Port Macquarie,Australia/Sydney,PQQ,YPMQ,,,,2026-07-02T10:35:00+00:00,2026-07-02T10:35:00+00:00,2026-07-01T11:58:00+00:00,2026-07-01T11:58:00+00:00,2026-07-01T11:58:00+00:00,Dubbo,Australia/Sydney,DBO,YSDU,,,,2026-07-01T13:02:00+00:00,,,,,,empty,,,,,,,,,,7C0012,,,,,,,
2026-07-01,scheduled,,Atyrau International,Asia/Aqtau,GUW,UATG,,,,2026-07-01T13:40:00+00:00,2026-07-01T13:40:00+00:00,,,,Almaty,Asia/Almaty,ALA,UAAA,1,,,2026-07-01T17:20:00+00:00,,,,,,SCAT,DV,VSV,770,DV770,VSV770,,,,,,,,,,,,
2026-07-01,scheduled,,Guam International,Pacific/Guam,GUM,PGUM,,,,2026-07-01T19:00:00+00:00,2026-07-01T19:00:00+00:00,,,,Honolulu International,Pacific/Honolulu,HNL,PHNL,,,,2026-07-01T06:45:00+00:00,,,,,,Asia Pacific Airlines,P9,MGE,305,P9305,MGE305,,,,,,,,,,,,
2026-07-01,scheduled,,La Aurora,America/Guatemala,GUA,MGGT,,19,,2026-07-01T02:25:00+00:00,2026-07-01T02:25:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,B,,,2026-07-01T06:39:00+00:00,,,,,,United Airlines,UA,UAL,1138,UA1138,UAL1138,,,,,A5CC13,,,,,,,
2026-07-01,scheduled,,Alyangula,Australia/Darwin,GTE,YGTE,,,,2026-07-01T18:35:00+00:00,2026-07-01T18:35:00+00:00,,,,Darwin,Australia/Darwin,DRW,YPDN,,,,2026-07-01T20:20:00+00:00,,,,,,Airnorth,TL,ANO,407,TL407,ANO407,,,,,,,,,,,,
2026-07-01,scheduled,,Piedmont Triad International,America/New_York,GSO,KGSO,,,,2026-07-01T04:34:00+00:00,2026-07-01T04:34:00+00:00,,,,Newark Liberty International,America/New_York,EWR,KEWR,,,,2026-07-01T05:40:00+00:00,,,,,,FedEx,FX,FDX,1073,FX1073,FDX1073,,,,,,,,,,,,
2026-07-01,scheduled,,Piedmont Triad International,America/New_York,GSO,KGSO,,,,2026-07-01T04:29:00+00:00,2026-07-01T04:29:00+00:00,,,,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,,,,2026-07-01T05:18:00+00:00,,,,,,FedEx,FX,FDX,1079,FX1079,FDX1079,,,,,,,,,,,,
2026-07-01,scheduled,,,,GSM,OIKQ,,,,2026-07-01T12:00:00+00:00,2026-07-01T12:00:00+00:00,,,,Mehrabad (Qualeh Morgeh),Asia/Tehran,THR,OIII,,,,2026-07-01T13:50:00+00:00,,,,,,ATA Airlines,I3,TBZ,5692,I35692,TBZ5692,,,,,,,,,,,,
2026-07-01,scheduled,,Thalerhof,Europe/Vienna,GRZ,LOWG,,,,2026-07-01T10:15:00+00:00,2026-07-01T10:15:00+00:00,,,,Losinj Airport,Europe/Zagreb,LSZ,LDLO,,,,2026-07-01T11:50:00+00:00,3.0,,,,,empty,,,,,,,,,,,,,,,,,
2026-07-01,cancelled,,Thalerhof,Europe/Vienna,GRZ,LOWG,,,,2026-07-01T10:50:00+00:00,2026-07-01T10:50:00+00:00,,,,Zurich,Europe/Zurich,ZRH,LSZH,1,,,2026-07-01T12:05:00+00:00,3.0,,,,,Swiss,LX,SWR,1511,LX1511,SWR1511,,,,,,,,,,,,
