flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared
2026-07-26,scheduled,,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-07-26T01:30:00+00:00,2026-07-26T01:30:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2026-07-26T03:00:00+00:00,,,,,,Precision Air,PW,PRF,4488,PW4488,PRF4488,kenya airways,kq,kqa,488,kq488,kqa488,,,,,
2026-07-26,scheduled,,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-07-26T01:30:00+00:00,2026-07-26T01:30:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2026-07-26T03:00:00+00:00,,,,,,KLM,KL,KLM,4184,KL4184,KLM4184,kenya airways,kq,kqa,488,kq488,kqa488,,,,,
2026-07-26,scheduled,,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-07-26T01:30:00+00:00,2026-07-26T01:30:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2026-07-26T03:00:00+00:00,,,,,,British Airways,BA,BAW,7730,BA7730,BAW7730,kenya airways,kq,kqa,488,kq488,kqa488,,,,,
2026-07-26,scheduled,,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-07-26T01:30:00+00:00,2026-07-26T01:30:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2026-07-26T03:00:00+00:00,,,,,,Air France,AF,AFR,8011,AF8011,AFR8011,kenya airways,kq,kqa,488,kq488,kqa488,,,,,
2026-07-26,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-07-26T04:00:00+00:00,2026-07-26T04:00:00+00:00,,,,Sardar Vallabhbhai Patel International Airport,Asia/Kolkata,AMD,VAAH,1,,,2026-07-26T05:20:00+00:00,15.0,,,,,British Airways,BA,BAW,7046,BA7046,BAW7046,indigo,6e,igo,632,6e632,igo632,,,,801661,
2026-07-26,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-07-26T04:00:00+00:00,2026-07-26T04:00:00+00:00,,,,Sardar Vallabhbhai Patel International Airport,Asia/Kolkata,AMD,VAAH,1,,,2026-07-26T05:20:00+00:00,15.0,,,,,Air France,AF,AFR,6076,AF6076,AFR6076,indigo,6e,igo,632,6e632,igo632,,,,801661,
2026-07-26,scheduled,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,17,,2026-07-26T00:55:00+00:00,2026-07-26T00:55:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,22,2026-07-26T04:40:00+00:00,,,,,,Japan Airlines,JL,JAL,727,JL727,JAL727,,,,,,,,,,86D996,
2026-07-26,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,22,,2026-07-26T04:30:00+00:00,2026-07-26T04:30:00+00:00,,,,Lohegaon,Asia/Kolkata,PNQ,VAPO,,,,2026-07-26T06:00:00+00:00,15.0,,,,,Virgin Atlantic,VS,VIR,8451,VS8451,VIR8451,indigo,6e,igo,408,6e408,igo408,,,,8015CB,
2026-07-26,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,22,,2026-07-26T04:30:00+00:00,2026-07-26T04:30:00+00:00,,,,Lohegaon,Asia/Kolkata,PNQ,VAPO,,,,2026-07-26T06:00:00+00:00,15.0,,,,,Qantas,QF,QFA,5249,QF5249,QFA5249,indigo,6e,igo,408,6e408,igo408,,,,8015CB,
2026-07-26,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,22,,2026-07-26T04:30:00+00:00,2026-07-26T04:30:00+00:00,,,,Lohegaon,Asia/Kolkata,PNQ,VAPO,,,,2026-07-26T06:00:00+00:00,15.0,,,,,KLM,KL,KLM,4358,KL4358,KLM4358,indigo,6e,igo,408,6e408,igo408,,,,8015CB,
2026-07-26,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,S118,,2026-07-26T02:50:00+00:00,2026-07-26T02:50:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,14,2026-07-26T06:00:00+00:00,,,,,,Qantas,QF,QFA,8377,QF8377,QFA8377,emirates,ek,uae,377,ek377,uae377,,,,896190,
2026-07-26,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,S118,,2026-07-26T02:50:00+00:00,2026-07-26T02:50:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,14,2026-07-26T06:00:00+00:00,,,,,,airBaltic,BT,BTI,5814,BT5814,BTI5814,emirates,ek,uae,377,ek377,uae377,,,,896190,
2026-07-26,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,E6,,2026-07-26T02:40:00+00:00,2026-07-26T02:40:00+00:00,,,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,1,A5,3,2026-07-26T07:25:00+00:00,,,,,,Bangkok Airways,PG,BKP,4907,PG4907,BKP4907,china airlines,ci,cal,838,ci838,cal838,,,,8990E8,
2026-07-26,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,E8,,2026-07-26T02:40:00+00:00,2026-07-26T02:40:00+00:00,,,,Vienna International,Europe/Vienna,VIE,LOWW,3,,,2026-07-26T08:30:00+00:00,,,,,,Thai Airways,TG,THA,6386,TG6386,THA6386,eva air,br,eva,61,br61,eva61,,,,,
2026-07-26,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,G4,,2026-07-26T02:35:00+00:00,2026-07-26T02:35:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,238,7,2026-07-26T10:15:00+00:00,20.0,,,,,Air Canada,AC,ACA,6291,AC6291,ACA6291,korean air,ke,kal,656,ke656,kal656,,,,71C591,
2026-07-26,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,G4,,2026-07-26T02:35:00+00:00,2026-07-26T02:35:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,238,7,2026-07-26T10:15:00+00:00,20.0,,,,,Delta Air Lines,DL,DAL,7922,DL7922,DAL7922,korean air,ke,kal,656,ke656,kal656,,,,71C591,
2026-07-26,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,S116,,2026-07-26T02:30:00+00:00,2026-07-26T02:30:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,1,2026-07-26T05:05:00+00:00,,,,,,Azerbaijan Airlines,J2,AHY,6837,J26837,AHY6837,qatar airways,qr,qtr,837,qr837,qtr837,,,,06A148,
2026-07-26,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,S116,,2026-07-26T02:30:00+00:00,2026-07-26T02:30:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,1,2026-07-26T05:05:00+00:00,,,,,,Iberia,IB,IBE,6257,IB6257,IBE6257,qatar airways,qr,qtr,837,qr837,qtr837,,,,06A148,
2026-07-26,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,S116,,2026-07-26T02:30:00+00:00,2026-07-26T02:30:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,1,2026-07-26T05:05:00+00:00,,,,,,British Airways,BA,BAW,6347,BA6347,BAW6347,qatar airways,qr,qtr,837,qr837,qtr837,,,,06A148,
2026-07-26,cancelled,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-07-26T02:00:00+00:00,2026-07-26T02:00:00+00:00,,,,Bahrain International,Asia/Bahrain,BAH,OBBI,,,,2026-07-26T02:10:00+00:00,,,,,,Gulf Air,GF,GFA,5179,GF5179,GFA5179,etihad airways,ey,etd,647,ey647,etd647,,,,,
2026-07-26,cancelled,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-07-26T02:00:00+00:00,2026-07-26T02:00:00+00:00,,,,Bahrain International,Asia/Bahrain,BAH,OBBI,,,,2026-07-26T02:10:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9048,GA9048,GIA9048,etihad airways,ey,etd,647,ey647,etd647,,,,,
2026-07-26,scheduled,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,B25,,2026-07-26T02:00:00+00:00,2026-07-26T02:00:00+00:00,,,,King Khaled International,Asia/Riyadh,RUH,OERK,5,,,2026-07-26T02:45:00+00:00,23.0,,,,,flynas,XY,KNE,3315,XY3315,KNE3315,etihad airways,ey,etd,551,ey551,etd551,,,,896697,
2026-07-26,scheduled,,,Yorketown,Australia/Adelaide,ORR,YYOR,,,,2026-07-26T03:10:00+00:00,2026-07-26T03:10:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,,,,2026-07-26T03:27:00+00:00,,,,,,empty,,,,,,,,,,,,,,,7C2E09,
2026-07-26,active,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,,,,2026-07-26T02:20:00+00:00,2026-07-26T02:20:00+00:00,,,,Yorketown,Australia/Adelaide,ORR,YYOR,,,,2026-07-26T02:37:00+00:00,,,,,,empty,,,,,,,,,,,,,,,7C2E09,
2026-07-26,scheduled,,,Rabaul Airport,,RAB,AYTK,,,,2026-07-26T08:40:00+00:00,2026-07-26T08:40:00+00:00,,,,Buka,Pacific/Port_Moresby,BUA,AYBK,,,,2026-07-26T10:40:00+00:00,,,,,,PNG Air,CG,TOK,8820,CG8820,TOK8820,,,,,,,,,,,
2026-07-26,scheduled,,,Queenstown,Pacific/Auckland,ZQN,NZQN,,4,,2026-07-26T10:50:00+00:00,2026-07-26T10:50:00+00:00,,,,Auckland International,Pacific/Auckland,AKL,NZAA,D,20,1,2026-07-26T12:40:00+00:00,,,,,,Jetstar,JQ,JST,292,JQ292,JST292,,,,,,,,,,,
