flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-08-11,scheduled,,Xianyang,Asia/Shanghai,XIY,ZLXY,,,,2026-08-11T05:00:00+00:00,2026-08-11T05:00:00+00:00,,,,Novo Alexeyevka International,Asia/Tbilisi,TBS,UGTB,,,,2026-08-11T08:04:00+00:00,,,,,,Geosky,D4,GEL,1702,D41702,GEL1702,,,,,5140D7,,,,,,,
2026-08-11,scheduled,,Modlin,Europe/Warsaw,WMI,EPMO,,,,2026-08-11T00:50:00+00:00,2026-08-11T00:50:00+00:00,,,,Lech Walesa,Europe/Warsaw,GDN,EPGD,,,,2026-08-11T01:48:00+00:00,,,,,,Ryanair,FR,RYR,,FR,RYR,,,,,48C231,,,,,,,
2026-08-11,scheduled,,Badu Island,Australia/Brisbane,BDD,YBAU,,,,2026-08-11T08:30:00+00:00,2026-08-11T08:30:00+00:00,,,,Warraber Island,Australia/Brisbane,SYU,YWBS,,,,2026-08-11T08:53:00+00:00,,,,,,empty,,,,,,,,,,7C2A7F,,,,,,,
2026-08-11,active,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-08-11T01:00:00+00:00,2026-08-11T01:00:00+00:00,2026-08-10T23:08:00+00:00,2026-08-10T23:08:00+00:00,2026-08-10T23:08:00+00:00,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-08-11T04:30:00+00:00,,2026-08-11T02:08:00+00:00,,,,K-Mile Air,8K,KMI,804,8K804,KMI804,,,,,882DA2,,,,,,,
2026-08-11,scheduled,,Perth International,Australia/Perth,PER,YPPH,3,19,,2026-08-11T07:00:00+00:00,2026-08-11T07:00:00+00:00,,,,Newman,Australia/Perth,ZNE,YNWN,,,,2026-08-11T08:45:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7425,NZ7425,ANZ7425,,,,,,,qantas,qf,qfa,1704,qf1704,qfa1704
2026-08-11,scheduled,,Perth International,Australia/Perth,PER,YPPH,4,11,,2026-08-11T07:00:00+00:00,2026-08-11T07:00:00+00:00,,,,Karratha,Australia/Perth,KTA,YPKA,,,,2026-08-11T09:05:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7429,NZ7429,ANZ7429,,,,,,,qantas,qf,qfa,1726,qf1726,qfa1726
2026-08-11,scheduled,,Perth International,Australia/Perth,PER,YPPH,4,11,,2026-08-11T07:00:00+00:00,2026-08-11T07:00:00+00:00,,,,Karratha,Australia/Perth,KTA,YPKA,,,,2026-08-11T09:05:00+00:00,,,,,,Emirates,EK,UAE,5420,EK5420,UAE5420,,,,,,,qantas,qf,qfa,1726,qf1726,qfa1726
2026-08-11,scheduled,,Perth International,Australia/Perth,PER,YPPH,1,51B,,2026-08-11T06:50:00+00:00,2026-08-11T06:50:00+00:00,,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,6,2026-08-11T10:30:00+00:00,,,,,,Qantas,QF,QFA,5685,QF5685,QFA5685,,,,,,,jetstar,jq,jst,110,jq110,jst110
2026-08-11,scheduled,,Perth International,Australia/Perth,PER,YPPH,1,51B,,2026-08-11T06:50:00+00:00,2026-08-11T06:50:00+00:00,,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,6,2026-08-11T10:30:00+00:00,,,,,,KLM,KL,KLM,3536,KL3536,KLM3536,,,,,,,jetstar,jq,jst,110,jq110,jst110
2026-08-11,scheduled,,Perth International,Australia/Perth,PER,YPPH,1,51B,,2026-08-11T06:50:00+00:00,2026-08-11T06:50:00+00:00,,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,6,2026-08-11T10:30:00+00:00,,,,,,IndiGo,6E,IGO,3946,6E3946,IGO3946,,,,,,,jetstar,jq,jst,110,jq110,jst110
2026-08-11,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,12-2,,2026-08-11T07:00:00+00:00,2026-08-11T07:00:00+00:00,,,,Lijiang,Asia/Shanghai,LJG,ZPLJ,,,,2026-08-11T10:50:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1469,ZH1469,CSZ1469,,,,,781B59,,air china,ca,cca,1469,ca1469,cca1469
2026-08-11,scheduled,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-08-11T07:00:00+00:00,2026-08-11T07:00:00+00:00,,,,Chu-Bu Centrair International (Central Japan International),Asia/Tokyo,NGO,RJGG,1,,,2026-08-11T12:10:00+00:00,,,,,,All Nippon Airways,NH,ANA,5326,NH5326,ANA5326,,,,,,,philippine airlines,pr,pal,438,pr438,pal438
2026-08-11,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,7,,2026-08-11T07:20:00+00:00,2026-08-11T07:20:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-08-11T08:35:00+00:00,,,,,,AlphaSky,AS,JAG,7479,AS7479,JAG7479,,,,,,,jet linx aviation,jl,jtl,221,jl221,jtl221
2026-08-11,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,7,,2026-08-11T07:20:00+00:00,2026-08-11T07:20:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-08-11T08:35:00+00:00,,,,,,Malaysia Airlines,MH,MAS,9167,MH9167,MAS9167,,,,,,,jet linx aviation,jl,jtl,221,jl221,jtl221
2026-08-11,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,7,,2026-08-11T07:20:00+00:00,2026-08-11T07:20:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-08-11T08:35:00+00:00,,,,,,Qatar Airways,QR,QTR,6045,QR6045,QTR6045,,,,,,,jet linx aviation,jl,jtl,221,jl221,jtl221
2026-08-11,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,502,,2026-08-11T07:15:00+00:00,2026-08-11T07:15:00+00:00,,,,Kumamoto,Asia/Tokyo,KMJ,RJFT,,,,2026-08-11T09:00:00+00:00,,,,,,All Nippon Airways,NH,ANA,2411,NH2411,ANA2411,,,,,,,solaseed air,6j,snj,11,6j11,snj11
2026-08-11,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,17,,2026-08-11T07:15:00+00:00,2026-08-11T07:15:00+00:00,,,,Chitose,Asia/Tokyo,CTS,RJCC,D,,,2026-08-11T08:50:00+00:00,,,,,,AlphaSky,AS,JAG,7395,AS7395,JAG7395,,,,,,,jet linx aviation,jl,jtl,503,jl503,jtl503
2026-08-11,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,17,,2026-08-11T07:15:00+00:00,2026-08-11T07:15:00+00:00,,,,Chitose,Asia/Tokyo,CTS,RJCC,D,,,2026-08-11T08:50:00+00:00,,,,,,Qatar Airways,QR,QTR,6057,QR6057,QTR6057,,,,,,,jet linx aviation,jl,jtl,503,jl503,jtl503
2026-08-11,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,504,,2026-08-11T07:15:00+00:00,2026-08-11T07:15:00+00:00,,,,Hakodate,Asia/Tokyo,HKD,RJCH,,,,2026-08-11T08:35:00+00:00,,,,,,All Nippon Airways,NH,ANA,4757,NH4757,ANA4757,,,,,,,air do,hd,ado,57,hd57,ado57
2026-08-11,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,5A,,2026-08-11T07:10:00+00:00,2026-08-11T07:10:00+00:00,,,,Izumo,Asia/Tokyo,IZO,RJOC,,,,2026-08-11T08:30:00+00:00,,,,,,AlphaSky,AS,JAG,8523,AS8523,JAG8523,,,,,,,jet linx aviation,jl,jtl,277,jl277,jtl277
2026-08-11,scheduled,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-08-11T06:45:00+00:00,2026-08-11T06:45:00+00:00,,,,Linyi,Asia/Shanghai,LYI,ZSLY,T2,,,2026-08-11T08:20:00+00:00,,,,,,China Express Airlines,G5,HXA,6427,G56427,HXA6427,,,,,,,loong air,gj,cdc,8617,gj8617,cdc8617
2026-08-11,scheduled,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-08-11T06:45:00+00:00,2026-08-11T06:45:00+00:00,,,,Linyi,Asia/Shanghai,LYI,ZSLY,T2,,,2026-08-11T08:20:00+00:00,,,,,,China Eastern Airlines,MU,CES,4323,MU4323,CES4323,,,,,,,loong air,gj,cdc,8617,gj8617,cdc8617
