flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-09-16,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-09-16T02:00:00+00:00,2026-09-16T02:00:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-09-16T04:30:00+00:00,,,,,,Finnair,AY,FIN,2758,AY2758,FIN2758,qatar airways,qr,qtr,861,qr861,qtr861,,,,06A0AF,,
2026-09-16,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-09-16T02:00:00+00:00,2026-09-16T02:00:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-09-16T04:30:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1308,CZ1308,CSN1308,qatar airways,qr,qtr,861,qr861,qtr861,,,,06A0AF,,
2026-09-16,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-09-16T02:00:00+00:00,2026-09-16T02:00:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-09-16T04:30:00+00:00,,,,,,British Airways,BA,BAW,7691,BA7691,BAW7691,qatar airways,qr,qtr,861,qr861,qtr861,,,,06A0AF,,
2026-09-16,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-09-16T02:00:00+00:00,2026-09-16T02:00:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-09-16T04:30:00+00:00,,,,,,Iberia,IB,IBE,6199,IB6199,IBE6199,qatar airways,qr,qtr,861,qr861,qtr861,,,,06A0AF,,
2026-09-16,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,C,0.0,2026-09-16T01:45:00+00:00,2026-09-16T01:45:00+00:00,,2026-09-16T01:45:00+00:00,,Milano Malpensa,Europe/Rome,MXP,LIMC,1,,,2026-09-16T06:55:00+00:00,,,,,,TAP Air Portugal,TP,TAP,8777,TP8777,TAP8777,air china,ca,cca,445,ca445,cca445,,,,,,
2026-09-16,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-09-16T01:40:00+00:00,2026-09-16T01:40:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,3,,5-6,2026-09-16T07:00:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1530,CZ1530,CSN1530,sichuan airlines,3u,csc,3895,3u3895,csc3895,,,,,,
2026-09-16,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-09-16T01:35:00+00:00,2026-09-16T01:35:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-09-16T06:30:00+00:00,,,,,,Turkish Airlines,TK,THY,8877,TK8877,THY8877,sichuan airlines,3u,csc,3827,3u3827,csc3827,,,,,,
2026-09-16,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-09-16T01:35:00+00:00,2026-09-16T01:35:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-09-16T06:30:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1536,CZ1536,CSN1536,sichuan airlines,3u,csc,3827,3u3827,csc3827,,,,,,
2026-09-16,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-09-16T01:30:00+00:00,2026-09-16T01:30:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,1,,,2026-09-16T07:40:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1556,CZ1556,CSN1556,sichuan airlines,3u,csc,3803,3u3803,csc3803,,,,,,
2026-09-16,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,0.0,2026-09-16T01:25:00+00:00,2026-09-16T01:25:00+00:00,,2026-09-16T01:25:00+00:00,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,30,10,2026-09-16T14:15:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1528,CZ1528,CSN1528,sichuan airlines,3u,csc,3891,3u3891,csc3891,,,,7811E5,,
