flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared
2026-08-04,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,"A,B",,2026-08-04T06:55:00+00:00,2026-08-04T06:55:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,,2026-08-04T09:00:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1839,3U1839,CSC1839,china southern airlines,cz,csn,6849,cz6849,csn6849,,,,,
2026-08-04,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,"A,B",,2026-08-04T06:55:00+00:00,2026-08-04T06:55:00+00:00,,,,Haikou,Asia/Shanghai,HAK,ZJHK,2,,,2026-08-04T08:15:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1661,3U1661,CSC1661,china southern airlines,cz,csn,6443,cz6443,csn6443,,,,7820BF,
2026-08-04,active,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,,,,2026-08-04T01:10:00+00:00,2026-08-04T01:10:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-08-04T03:05:00+00:00,4.0,,,,,North-Western Cargo,CO,CNW,9607,CO9607,CNW9607,,,,,,,,,,7BD026,
2026-08-04,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,,2026-08-04T07:05:00+00:00,2026-08-04T07:05:00+00:00,,,,Cam Ranh,Asia/Ho_Chi_Minh,CXR,VVCR,1,,,2026-08-04T08:05:00+00:00,,,,,,China Eastern Airlines,MU,CES,8988,MU8988,CES8988,vietnam airlines,vn,hvn,1340,vn1340,hvn1340,,,,,
2026-08-04,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-08-04T07:05:00+00:00,2026-08-04T07:05:00+00:00,,,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-08-04T08:25:00+00:00,,,,,,,H1,H1,4382,H14382,H14382,vietjet air,vj,vjc,628,vj628,vjc628,,,,,
2026-08-04,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-08-04T07:05:00+00:00,2026-08-04T07:05:00+00:00,,,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-08-04T08:25:00+00:00,,,,,,Flexflight,W2,FXT,4628,W24628,FXT4628,vietjet air,vj,vjc,628,vj628,vjc628,,,,,
2026-08-04,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-08-04T07:05:00+00:00,2026-08-04T07:05:00+00:00,,,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-08-04T08:25:00+00:00,,,,,,,A1,A1,2628,A12628,A12628,vietjet air,vj,vjc,628,vj628,vjc628,,,,,
2026-08-04,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,,2026-08-04T07:00:00+00:00,2026-08-04T07:00:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-08-04T09:10:00+00:00,,,,,,Air Cambodia,K6,KHV,3240,K63240,KHV3240,vietnam airlines,vn,hvn,240,vn240,hvn240,,,,,
2026-08-04,scheduled,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,,2026-08-04T07:00:00+00:00,2026-08-04T07:00:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-08-04T09:10:00+00:00,,,,,,China Airlines,CI,CAL,8800,CI8800,CAL8800,vietnam airlines,vn,hvn,240,vn240,hvn240,,,,,
2026-08-04,scheduled,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,D1,,2026-08-04T00:25:00+00:00,2026-08-04T00:25:00+00:00,,,,King Khaled International,Asia/Riyadh,RUH,OERK,3,,,2026-08-04T04:05:00+00:00,,,,,,flynas,XY,KNE,5690,XY5690,KNE5690,pegasus,pc,pgt,690,pc690,pgt690,,,,,
2026-08-04,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,H102,,2026-08-04T06:25:00+00:00,2026-08-04T06:25:00+00:00,,,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,,,2026-08-04T09:25:00+00:00,,,,,,Qantas,QF,QFA,4279,QF4279,QFA4279,china eastern airlines,mu,ces,2335,mu2335,ces2335,,,,781580,
2026-08-04,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,H102,,2026-08-04T06:25:00+00:00,2026-08-04T06:25:00+00:00,,,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,,,2026-08-04T09:25:00+00:00,,,,,,Japan Airlines,JL,JTL,5691,JL5691,JTL5691,china eastern airlines,mu,ces,2335,mu2335,ces2335,,,,781580,
2026-08-04,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,H102,,2026-08-04T06:25:00+00:00,2026-08-04T06:25:00+00:00,,,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,,,2026-08-04T09:25:00+00:00,,,,,,Juneyao Air,HO,DKH,5543,HO5543,DKH5543,china eastern airlines,mu,ces,2335,mu2335,ces2335,,,,781580,
2026-08-04,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,"A,B",,2026-08-04T06:25:00+00:00,2026-08-04T06:25:00+00:00,,,,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2026-08-04T09:40:00+00:00,,,,,,China Eastern Airlines,MU,CES,8575,MU8575,CES8575,shanghai airlines,fm,csh,9209,fm9209,csh9209,,,,780587,
2026-08-04,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,"A,B",,2026-08-04T06:25:00+00:00,2026-08-04T06:25:00+00:00,,,,,,BPE,ZBDH,,,,2026-08-04T08:40:00+00:00,,,,,,China Eastern Airlines,MU,CES,8353,MU8353,CES8353,shanghai airlines,fm,csh,9141,fm9141,csh9141,,,,78150A,
2026-08-04,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,19,,2026-08-04T06:20:00+00:00,2026-08-04T06:20:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-08-04T08:45:00+00:00,,,,,,Shanghai Airlines,FM,CSH,3017,FM3017,CSH3017,china eastern airlines,mu,ces,7365,mu7365,ces7365,,,,780B34,
2026-08-04,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,201,,2026-08-04T06:20:00+00:00,2026-08-04T06:20:00+00:00,,,,Yinchuan,Asia/Shanghai,INC,ZLIC,,,,2026-08-04T09:05:00+00:00,,,,,,Etihad Airways,EY,ETD,5902,EY5902,ETD5902,china eastern airlines,mu,ces,6211,mu6211,ces6211,,,,780E37,
2026-08-04,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,201,,2026-08-04T06:20:00+00:00,2026-08-04T06:20:00+00:00,,,,Yinchuan,Asia/Shanghai,INC,ZLIC,,,,2026-08-04T09:05:00+00:00,,,,,,Juneyao Air,HO,DKH,5674,HO5674,DKH5674,china eastern airlines,mu,ces,6211,mu6211,ces6211,,,,780E37,
2026-08-04,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,201,,2026-08-04T06:20:00+00:00,2026-08-04T06:20:00+00:00,,,,Yinchuan,Asia/Shanghai,INC,ZLIC,,,,2026-08-04T09:05:00+00:00,,,,,,Xiamen Air,MF,CXA,7500,MF7500,CXA7500,china eastern airlines,mu,ces,6211,mu6211,ces6211,,,,780E37,
2026-08-04,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,"A,B",,2026-08-04T06:15:00+00:00,2026-08-04T06:15:00+00:00,,,,"Xinzhou Wutaishan Airport
",,WUT,ZBXZ,,,,2026-08-04T08:55:00+00:00,,,,,,China Eastern Airlines,MU,CES,8355,MU8355,CES8355,shanghai airlines,fm,csh,9149,fm9149,csh9149,,,,,
2026-08-04,active,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,H,,2026-08-04T01:05:00+00:00,2026-08-04T01:05:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,,,,2026-08-03T21:55:00+00:00,35.0,,,,,Air China Cargo,CAO,CAO,1051,CAO1051,CAO1051,,,,,,,,,,780D8F,
2026-08-04,landed,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,,,1.0,2026-08-04T00:57:00+00:00,2026-08-04T00:57:00+00:00,2026-08-04T00:57:00+00:00,2026-08-04T00:57:00+00:00,2026-08-04T00:57:00+00:00,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,,,,2026-08-04T01:21:00+00:00,1.0,,2026-08-04T01:22:00+00:00,2026-08-04T01:22:00+00:00,2026-08-04T01:22:00+00:00,Air China,CA,CCA,1960,CA1960,CCA1960,,,,,,,,,,781DD6,
2026-08-04,active,,,Daguocun,Asia/Shanghai,SJW,ZBSJ,,,1.0,2026-08-04T00:32:00+00:00,2026-08-04T00:32:00+00:00,2026-08-04T00:32:00+00:00,2026-08-04T00:32:00+00:00,2026-08-04T00:32:00+00:00,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,,,,2026-08-04T01:05:00+00:00,,,2026-08-04T01:06:00+00:00,2026-08-04T01:06:00+00:00,2026-08-04T01:06:00+00:00,Sichuan Airlines,3U,CSC,8897,3U8897,CSC8897,,,,,,,,,,7810D4,
2026-08-04,active,,,Daguocun,Asia/Shanghai,SJW,ZBSJ,,,1.0,2026-08-04T00:32:00+00:00,2026-08-04T00:32:00+00:00,2026-08-04T00:32:00+00:00,2026-08-04T00:32:00+00:00,2026-08-04T00:32:00+00:00,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,,,,2026-08-04T01:05:00+00:00,,,2026-08-04T01:06:00+00:00,2026-08-04T01:06:00+00:00,2026-08-04T01:06:00+00:00,China Eastern Airlines,MU,CES,3523,MU3523,CES3523,sichuan airlines,3u,csc,8897,3u8897,csc8897,,,,7810D4,
