flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-06-18,active,,Fukuoka,Asia/Tokyo,FUK,RJFF,D,5,8.0,2026-06-18T10:10:00+00:00,2026-06-18T10:10:00+00:00,2026-06-18T10:44:00+00:00,2026-06-18T10:44:00+00:00,2026-06-18T10:44:00+00:00,Haneda Airport,Asia/Tokyo,HND,RJTT,1,,,2026-06-18T11:55:00+00:00,8.0,2026-06-18T12:03:00+00:00,,,,Skymark Airlines,BC,SKY,6,BC6,SKY6,,,,,86804E,,,,,,,
2026-06-18,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-06-18T15:15:00+00:00,2026-06-18T15:15:00+00:00,,,,Changzhi,Asia/Shanghai,CIH,ZBCZ,,,,2026-06-18T16:35:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1119,ZH1119,CSZ1119,,,,,78096F,air china,ca,cca,1119,ca1119,cca1119,
2026-06-18,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,D,31,,2026-06-18T19:00:00+00:00,2026-06-18T19:00:00+00:00,,,,Christchurch International,Pacific/Auckland,CHC,NZCH,,D18,,2026-06-18T20:25:00+00:00,,,,,,Etihad Airways,EY,ETD,4521,EY4521,ETD4521,,,,,C82269,air new zealand,nz,anz,567,nz567,anz567,
2026-06-18,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,D,31,,2026-06-18T19:00:00+00:00,2026-06-18T19:00:00+00:00,,,,Christchurch International,Pacific/Auckland,CHC,NZCH,,D18,,2026-06-18T20:25:00+00:00,,,,,,Air China,CA,CCA,5916,CA5916,CCA5916,,,,,C82269,air new zealand,nz,anz,567,nz567,anz567,
2026-06-18,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,D,31,,2026-06-18T19:00:00+00:00,2026-06-18T19:00:00+00:00,,,,Christchurch International,Pacific/Auckland,CHC,NZCH,,D18,,2026-06-18T20:25:00+00:00,,,,,,EVA Air,BR,EVA,3233,BR3233,EVA3233,,,,,C82269,air new zealand,nz,anz,567,nz567,anz567,
2026-06-18,scheduled,,Shuangliu,Asia/Shanghai,CTU,ZUUU,2,"R,S",,2026-06-18T14:45:00+00:00,2026-06-18T14:45:00+00:00,,,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,,2026-06-18T16:40:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4737,ZH4737,CSZ4737,,,,,781AB7,air china,ca,cca,4037,ca4037,cca4037,
2026-06-18,scheduled,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,"C,D",,2026-06-18T14:15:00+00:00,2026-06-18T14:15:00+00:00,,,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,,2026-06-18T16:35:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1712,3U1712,CSC1712,,,,,,china southern airlines,cz,csn,6626,cz6626,csn6626,
2026-06-18,scheduled,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,"B,C",,2026-06-18T14:30:00+00:00,2026-06-18T14:30:00+00:00,,,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,,2026-06-18T16:30:00+00:00,,,,,,China Eastern Airlines,MU,CES,8429,MU8429,CES8429,,,,,7822F1,china eastern airlines,mu,ces,9329,mu9329,ces9329,
2026-06-18,scheduled,,Vienna International,Europe/Vienna,VIE,LOWW,1,,,2026-06-18T08:40:00+00:00,2026-06-18T08:40:00+00:00,,,,Cologne/bonn,Europe/Berlin,CGN,EDDK,1,,B,2026-06-18T10:15:00+00:00,,,,,,All Nippon Airways,NH,ANA,5028,NH5028,ANA5028,,,,,3C5EE2,eurowings,ew,ewg,753,ew753,ewg753,
2026-06-18,scheduled,,"Muara Bungo Airport
",,BUU,WIJB,,,,2026-06-18T14:05:00+00:00,2026-06-18T14:05:00+00:00,,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,2,,,2026-06-18T15:35:00+00:00,,,,,,Batik Air,ID,BTK,6801,ID6801,BTK6801,,,,,,,,,,,,
