flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-07-07,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-07T01:10:00+00:00,2026-07-07T01:10:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,242,6,2026-07-07T09:25:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9828,GA9828,GIA9828,korean air,ke,kal,434,ke434,kal434,,,,71C732,,
2026-07-07,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-07T01:10:00+00:00,2026-07-07T01:10:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,242,6,2026-07-07T09:25:00+00:00,,,,,,Delta Air Lines,DL,DAL,7873,DL7873,DAL7873,korean air,ke,kal,434,ke434,kal434,,,,71C732,,
2026-07-07,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-07T01:10:00+00:00,2026-07-07T01:10:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,242,6,2026-07-07T09:25:00+00:00,,,,,,Air France,AF,AFR,5390,AF5390,AFR5390,korean air,ke,kal,434,ke434,kal434,,,,71C732,,
2026-07-07,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-07T01:05:00+00:00,2026-07-07T01:05:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-07-07T03:50:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8589,SQ8589,SIA8589,scoot,tr,tgw,347,tr347,tgw347,,,,,,
2026-07-07,scheduled,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-07-07T01:45:00+00:00,2026-07-07T01:45:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-07-07T04:05:00+00:00,,,,,,Cathay Pacific,CX,CPA,5517,CX5517,CPA5517,hk express,uo,hke,517,uo517,hke517,,,,,,
2026-07-07,scheduled,,Astana,Asia/Almaty,NQZ,UACC,1,,,2026-07-07T00:00:00+00:00,2026-07-07T00:00:00+00:00,,,,Cam Ranh,Asia/Ho_Chi_Minh,CXR,VVCR,,,,2026-07-07T09:20:00+00:00,,,,,,Air Astana,KC,KZR,157,KC157,KZR157,,,,,,,,,,,,
2026-07-07,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,C,,2026-07-07T01:55:00+00:00,2026-07-07T01:55:00+00:00,,,,Brussels Airport,Europe/Brussels,BRU,EBBR,,,,2026-07-07T06:50:00+00:00,,,,,,Air China,CA,CCA,463,CA463,CCA463,,,,,,,,,,,,
2026-07-07,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,126,,2026-07-07T01:50:00+00:00,2026-07-07T01:50:00+00:00,,,,Bole International,Africa/Addis_Ababa,ADD,HAAB,2,A13,,2026-07-07T06:10:00+00:00,,,,,,Ethiopian Airlines,ET,ETH,637,ET637,ETH637,,,,,,,,,,040105,,
2026-07-07,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-07-07T01:35:00+00:00,2026-07-07T01:35:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-07-07T06:30:00+00:00,,,,,,Sichuan Airlines,3U,CSC,3827,3U3827,CSC3827,,,,,,,,,,,,
2026-07-07,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-07-07T01:20:00+00:00,2026-07-07T01:20:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,,,2026-07-07T14:10:00+00:00,,,,,,Sichuan Airlines,3U,CSC,3885,3U3885,CSC3885,,,,,,,,,,,,
