flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-04,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-07-04T06:05:00+00:00,2026-07-04T06:05:00+00:00,,,,Qui Nhon,Asia/Ho_Chi_Minh,UIH,VVPC,,,,2026-07-04T07:40:00+00:00,,,,,,,A1,A1,2431,A12431,A12431,vietjet air,vj,vjc,431,vj431,vjc431,,,,,
2026-07-04,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-07-04T06:05:00+00:00,2026-07-04T06:05:00+00:00,,,,Qui Nhon,Asia/Ho_Chi_Minh,UIH,VVPC,,,,2026-07-04T07:40:00+00:00,,,,,,,H1,H1,4040,H14040,H14040,vietjet air,vj,vjc,431,vj431,vjc431,,,,,
2026-07-04,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-07-04T06:00:00+00:00,2026-07-04T06:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,,2026-07-04T08:10:00+00:00,,,,,,Air Cambodia,K6,KHV,3243,K63243,KHV3243,vietnam airlines,vn,hvn,243,vn243,hvn243,,,,,
2026-07-04,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-07-04T06:00:00+00:00,2026-07-04T06:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,,2026-07-04T08:10:00+00:00,,,,,,China Airlines,CI,CAL,8833,CI8833,CAL8833,vietnam airlines,vn,hvn,243,vn243,hvn243,,,,,
2026-07-04,scheduled,,,Esenboga International,Europe/Istanbul,ESB,LTAC,,,,2026-07-04T00:30:00+00:00,2026-07-04T00:30:00+00:00,,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,,,2026-07-04T01:40:00+00:00,10.0,,,,,Turkish Airlines,TK,THY,3011,TK3011,THY3011,,,,,,,,,,,4B9521
2026-07-04,scheduled,,,Esenboga International,Europe/Istanbul,ESB,LTAC,,,,2026-07-04T00:20:00+00:00,2026-07-04T00:20:00+00:00,,,,Ordu Giresun Airport,,OGU,LTCB,,,,2026-07-04T01:30:00+00:00,10.0,,,,,Turkish Airlines,TK,THY,4260,TK4260,THY4260,,,,,,,,,,,4BAA95
2026-07-04,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,11A,,2026-07-04T00:05:00+00:00,2026-07-04T00:05:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-07-04T06:35:00+00:00,,,,,,,H1,H1,4023,H14023,H14023,vietjet air,vj,vjc,896,vj896,vjc896,,,,,888171
2026-07-04,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,11A,,2026-07-04T00:05:00+00:00,2026-07-04T00:05:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-07-04T06:35:00+00:00,,,,,,Flexflight,W2,FXT,4896,W24896,FXT4896,vietjet air,vj,vjc,896,vj896,vjc896,,,,,888171
2026-07-04,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,11A,,2026-07-04T00:05:00+00:00,2026-07-04T00:05:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-07-04T06:35:00+00:00,,,,,,,A1,A1,2896,A12896,A12896,vietjet air,vj,vjc,896,vj896,vjc896,,,,,888171
2026-07-04,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,13,,2026-07-04T00:05:00+00:00,2026-07-04T00:05:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,39,17,2026-07-04T10:40:00+00:00,,,,,,Asiana Airlines,OZ,AAR,6378,OZ6378,AAR6378,air india,ai,aic,312,ai312,aic312,,,,,8005F4
