flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-08-22,scheduled,,,Techo International Airport,Asia/Phnom_Penh,KTI,VDTI,,,,2026-08-22T13:00:00+00:00,2026-08-22T13:00:00+00:00,,,,Siem Reap Angkor International Airport,Asia/Phnom_Penh,SAI,VDSA,,,,2026-08-22T13:55:00+00:00,,,,,,Cambodia Airways,KR,KME,805,KR805,KME805,,,,,,,,,,,
2026-08-22,scheduled,,,Utica N Railway,America/New_York,NGQ,ZUAL,,1-4,,2026-08-22T11:20:00+00:00,2026-08-22T11:20:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-22T15:00:00+00:00,,,,,,Tibet Airlines,TV,TBA,9748,TV9748,TBA9748,,,,,781D9B,,,,,,
2026-08-22,scheduled,,,Aba Hongyuan Airport,,AHJ,ZUHY,,1-4,,2026-08-22T13:50:00+00:00,2026-08-22T13:50:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-22T14:55:00+00:00,,,,,,Air China,CA,CCA,2536,CA2536,CCA2536,,,,,782318,,,,,,
2026-08-22,scheduled,,,Shashi,Asia/Shanghai,SHS,ZHJZ,,5,,2026-08-22T12:50:00+00:00,2026-08-22T12:50:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-22T14:35:00+00:00,,,,,,Loong Air,GJ,CDC,8893,GJ8893,CDC8893,,,,,,,,,,,
2026-08-22,scheduled,,,Novo Alexeyevka International,Asia/Tbilisi,TBS,UGTB,,,,2026-08-22T07:10:00+00:00,2026-08-22T07:10:00+00:00,,,,Zhukovsky International Airport,,ZIA,UUBW,,,,2026-08-22T09:09:00+00:00,,,,,,Red Wings,WZ,RWZ,932,WZ932,RWZ932,,,,,155C31,,,,,,
2026-08-22,scheduled,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,4,,2026-08-22T10:05:00+00:00,2026-08-22T10:05:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-08-22T11:45:00+00:00,,,,,,Turkish Airlines,TK,THY,270,TK270,THY270,,,,,,,,,,,
2026-08-22,scheduled,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-22T09:40:00+00:00,2026-08-22T09:40:00+00:00,,,,Henri Coanda International,Europe/Bucharest,OTP,LROP,,,,2026-08-22T10:55:00+00:00,,,,,,Tarom,RO,ROT,204,RO204,ROT204,,,,,,,,,,,
2026-08-22,scheduled,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-22T09:40:00+00:00,2026-08-22T09:40:00+00:00,,,,Henri Coanda International,Europe/Bucharest,OTP,LROP,,,,2026-08-22T10:55:00+00:00,,,,,,El Al,LY,ELY,9498,LY9498,ELY9498,,,,,,tarom,ro,rot,204,ro204,rot204
2026-08-22,scheduled,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-22T09:40:00+00:00,2026-08-22T09:40:00+00:00,,,,Henri Coanda International,Europe/Bucharest,OTP,LROP,,,,2026-08-22T10:55:00+00:00,,,,,,KLM,KL,KLM,2705,KL2705,KLM2705,,,,,,tarom,ro,rot,204,ro204,rot204
2026-08-22,scheduled,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-22T09:40:00+00:00,2026-08-22T09:40:00+00:00,,,,Henri Coanda International,Europe/Bucharest,OTP,LROP,,,,2026-08-22T10:55:00+00:00,,,,,,AirSERBIA,JU,ASL,7604,JU7604,ASL7604,,,,,,tarom,ro,rot,204,ro204,rot204
2026-08-22,scheduled,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-22T09:35:00+00:00,2026-08-22T09:35:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,,,,2026-08-22T11:15:00+00:00,,,,,,Wizz Air,W4,WMT,3963,W43963,WMT3963,,,,,4D2100,,,,,,
2026-08-22,scheduled,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-22T09:30:00+00:00,2026-08-22T09:30:00+00:00,,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,,,,2026-08-22T11:15:00+00:00,15.0,,,,,empty,,,,,,,,,,4B864B,,,,,,
2026-08-22,scheduled,,,Siem Reap Angkor International Airport,Asia/Phnom_Penh,SAI,VDSA,,,,2026-08-22T14:05:00+00:00,2026-08-22T14:05:00+00:00,,,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,2,,2,2026-08-22T16:00:00+00:00,,,,,,Air Cambodia,K6,KHV,840,K6840,KHV840,,,,,,,,,,,
