flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-09-17,scheduled,,Changsha,Asia/Shanghai,CSX,ZGHA,2,D,,2026-09-17T01:05:00+00:00,2026-09-17T01:05:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,245,7,2026-09-17T05:20:00+00:00,,,,,,Xiamen Air,MF,CXA,9081,MF9081,CXA9081,korean air,ke,kal,146,ke146,kal146,,,,71C248,,
2026-09-17,scheduled,,Changsha,Asia/Shanghai,CSX,ZGHA,2,D,,2026-09-17T01:05:00+00:00,2026-09-17T01:05:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,245,7,2026-09-17T05:20:00+00:00,,,,,,China Eastern Airlines,MU,CES,8945,MU8945,CES8945,korean air,ke,kal,146,ke146,kal146,,,,71C248,,
2026-09-17,scheduled,,Changsha,Asia/Shanghai,CSX,ZGHA,2,,,2026-09-17T00:05:00+00:00,2026-09-17T00:05:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-09-17T04:40:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8445,SQ8445,SIA8445,scoot,tr,tgw,125,tr125,tgw125,,,,,,
2026-09-17,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,,,,2026-09-17T03:20:00+00:00,2026-09-17T03:20:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-09-17T04:51:00+00:00,,,,,,DHL Air,HJ,TMN,7,HJ7,TMN7,,,,,,,,,,7C1795,,
2026-09-17,scheduled,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,"G,H",,2026-09-17T02:20:00+00:00,2026-09-17T02:20:00+00:00,,,,Don Muang,Asia/Bangkok,DMK,VTBD,1,,6,2026-09-17T05:10:00+00:00,,,,,,SAS Connect,SL,SZS,951,SL951,SZS951,,,,,,,,,,,,
2026-09-17,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,H9,0.0,2026-09-17T00:15:00+00:00,2026-09-17T00:15:00+00:00,,2026-09-17T00:15:00+00:00,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2026-09-17T03:10:00+00:00,,,,,,sun phuquoc airways,W1,W1,6093,W16093,W16093,sun phuquoc airways,9g,spq,411,9g411,spq411,,,,,,
2026-09-17,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,148,0.0,2026-09-17T01:35:00+00:00,2026-09-17T01:35:00+00:00,,2026-09-17T01:35:00+00:00,,Doha International,Asia/Qatar,DOH,OTHH,,,3,2026-09-17T06:45:00+00:00,,,,,,Japan Airlines,JL,JTL,4823,JL4823,JTL4823,qatar airways,qr,qtr,813,qr813,qtr813,,,,06A0E7,,
2026-09-17,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,702,0.0,2026-09-17T01:35:00+00:00,2026-09-17T01:35:00+00:00,,2026-09-17T01:35:00+00:00,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-09-17T05:15:00+00:00,,,,,,United Airlines,UA,UAL,7933,UA7933,UAL7933,all nippon airways,nh,ana,813,nh813,ana813,,,,86E7DE,,
2026-09-17,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,0.0,2026-09-17T01:30:00+00:00,2026-09-17T01:30:00+00:00,,2026-09-17T01:30:00+00:00,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,261,8,2026-09-17T04:10:00+00:00,,,,,,Korean Air,KE,KAL,5706,KE5706,KAL5706,asiana airlines,oz,aar,177,oz177,aar177,,,,,,
2026-09-17,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,0.0,2026-09-17T01:30:00+00:00,2026-09-17T01:30:00+00:00,,2026-09-17T01:30:00+00:00,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,261,8,2026-09-17T04:10:00+00:00,,,,,,All Nippon Airways,NH,ANA,6895,NH6895,ANA6895,asiana airlines,oz,aar,177,oz177,aar177,,,,,,
2026-09-17,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,66,0.0,2026-09-17T01:25:00+00:00,2026-09-17T01:25:00+00:00,,2026-09-17T01:25:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-09-17T05:55:00+00:00,,,,,,Thai Airways,TG,THA,6102,TG6102,THA6102,all nippon airways,nh,ana,877,nh877,ana877,,,,86D928,,
2026-09-17,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,111,0.0,2026-09-17T01:20:00+00:00,2026-09-17T01:20:00+00:00,,2026-09-17T01:20:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,20,2026-09-17T05:45:00+00:00,,,,,,Air Astana,KC,KZR,1033,KC1033,KZR1033,jet linx aviation,jl,jtl,33,jl33,jtl33,,,,,,
