flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared,aircraft
2026-07-12,scheduled,,Lohegaon,Asia/Kolkata,PNQ,VAPO,,,,2026-07-12T00:05:00+00:00,2026-07-12T00:05:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,,,2026-07-12T01:40:00+00:00,,,,,,Air India,AI,AIC,9811,AI9811,AIC9811,air india express,ix,axb,2681,ix2681,axb2681,,,,8016CC,,
2026-07-12,scheduled,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,,2026-07-12T04:20:00+00:00,2026-07-12T04:20:00+00:00,,,,Halle,Europe/Berlin,LEJ,EDDP,,,,2026-07-12T10:47:00+00:00,,,,,,DHL Air,D0,DHK,55,D055,DHK55,,,,,,,,,,407FD2,,
2026-07-12,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,12-2,,2026-07-12T07:00:00+00:00,2026-07-12T07:00:00+00:00,,,,Lijiang,Asia/Shanghai,LJG,ZPLJ,,,,2026-07-12T10:50:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1469,ZH1469,CSZ1469,air china,ca,cca,1469,ca1469,cca1469,,,,,,
2026-07-12,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-12T07:00:00+00:00,2026-07-12T07:00:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,,2026-07-12T10:30:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1461,ZH1461,CSZ1461,air china,ca,cca,1461,ca1461,cca1461,,,,780873,,
2026-07-12,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-12T07:00:00+00:00,2026-07-12T07:00:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,,2026-07-12T10:30:00+00:00,,,,,,Shandong Airlines,SC,CDG,5049,SC5049,CDG5049,air china,ca,cca,1461,ca1461,cca1461,,,,780873,,
2026-07-12,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-12T07:00:00+00:00,2026-07-12T07:00:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-07-12T10:05:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1437,ZH1437,CSZ1437,air china,ca,cca,1437,ca1437,cca1437,,,,7822D5,,
2026-07-12,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-12T07:00:00+00:00,2026-07-12T07:00:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-07-12T10:05:00+00:00,,,,,,Shandong Airlines,SC,CDG,5035,SC5035,CDG5035,air china,ca,cca,1437,ca1437,cca1437,,,,7822D5,,
2026-07-12,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-12T07:00:00+00:00,2026-07-12T07:00:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,63,2026-07-12T10:25:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1359,ZH1359,CSZ1359,air china,ca,cca,1359,ca1359,cca1359,,,,7811A5,,
2026-07-12,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-12T07:00:00+00:00,2026-07-12T07:00:00+00:00,,,,Taiyuan,Asia/Shanghai,TYN,ZBYN,1,,,2026-07-12T08:15:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1145,ZH1145,CSZ1145,air china,ca,cca,1145,ca1145,cca1145,,,,78068D,,
2026-07-12,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-12T07:00:00+00:00,2026-07-12T07:00:00+00:00,,,,Taiyuan,Asia/Shanghai,TYN,ZBYN,1,,,2026-07-12T08:15:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3900,NZ3900,ANZ3900,air china,ca,cca,1145,ca1145,cca1145,,,,78068D,,
2026-07-12,scheduled,,Henri Coanda International,Europe/Bucharest,OTP,LROP,,,,2026-07-12T00:40:00+00:00,2026-07-12T00:40:00+00:00,,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-07-12T01:29:00+00:00,,,,,,HiSky,H7,HYM,482,H7482,HYM482,,,,,,,,,,4A5DF7,,
