flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-09-24,scheduled,,,Walaha,Pacific/Efate,WLH,NVSW,,,,2026-09-24T11:15:00+00:00,2026-09-24T11:15:00+00:00,,,,Pekoa,Pacific/Efate,SON,NVSS,,,,2026-09-24T11:40:00+00:00,,,,,,Air Vanuatu,NF,AVN,246,NF246,AVN246,,,,,,,,,,,
2026-09-24,scheduled,,,Mornington,Australia/Brisbane,ONG,YMTI,,,0.0,2026-09-24T11:35:00+00:00,2026-09-24T11:35:00+00:00,,2026-09-24T11:35:00+00:00,,Normanton,Australia/Brisbane,NTN,YNTN,,,,2026-09-24T12:25:00+00:00,,,,,,Rex,ZL,RXA,5474,ZL5474,RXA5474,,,,,7C802C,,,,,,
2026-09-24,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,15.0,2026-09-24T05:45:00+00:00,2026-09-24T05:45:00+00:00,,2026-09-24T06:00:00+00:00,,Vadodara,Asia/Kolkata,BDQ,VABO,,,,2026-09-24T06:55:00+00:00,,,,,,Virgin Atlantic,VS,VIR,8487,VS8487,VIR8487,,,,,801919,indigo,6e,igo,5059,6e5059,igo5059
2026-09-24,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,15.0,2026-09-24T05:45:00+00:00,2026-09-24T05:45:00+00:00,,2026-09-24T06:00:00+00:00,,Vadodara,Asia/Kolkata,BDQ,VABO,,,,2026-09-24T06:55:00+00:00,,,,,,KLM,KL,KLM,3672,KL3672,KLM3672,,,,,801919,indigo,6e,igo,5059,6e5059,igo5059
2026-09-24,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,15.0,2026-09-24T05:45:00+00:00,2026-09-24T05:45:00+00:00,,2026-09-24T06:00:00+00:00,,Vadodara,Asia/Kolkata,BDQ,VABO,,,,2026-09-24T06:55:00+00:00,,,,,,British Airways,BA,BAW,7938,BA7938,BAW7938,,,,,801919,indigo,6e,igo,5059,6e5059,igo5059
2026-09-24,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,15.0,2026-09-24T05:45:00+00:00,2026-09-24T05:45:00+00:00,,2026-09-24T06:00:00+00:00,,Vadodara,Asia/Kolkata,BDQ,VABO,,,,2026-09-24T06:55:00+00:00,,,,,,Air France,AF,AFR,3362,AF3362,AFR3362,,,,,801919,indigo,6e,igo,5059,6e5059,igo5059
2026-09-24,scheduled,,,Batu Licin,Asia/Makassar,BTW,WAOC,,,,2026-09-24T09:15:00+00:00,2026-09-24T09:15:00+00:00,,,,Sjamsudin Noor,Asia/Makassar,BDJ,WAOO,,,,2026-09-24T09:55:00+00:00,,,,,,Wings Air,IW,WON,2383,IW2383,WON2383,,,,,,,,,,,
2026-09-24,scheduled,,,Belgrade Nikola Tesla,Europe/Belgrade,BEG,LYBE,2,,9.0,2026-09-24T03:20:00+00:00,2026-09-24T03:20:00+00:00,,2026-09-24T03:29:00+00:00,,Djerba-Zarzis,Africa/Tunis,DJE,DTTJ,,,,2026-09-24T04:45:00+00:00,,,,,,Nouvelair,BJ,LBT,7263,BJ7263,LBT7263,,,,,02A1AE,,,,,,
2026-09-24,scheduled,,,Vadodara,Asia/Kolkata,BDQ,VABO,,,5.0,2026-09-24T07:35:00+00:00,2026-09-24T07:35:00+00:00,,2026-09-24T07:40:00+00:00,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-09-24T08:50:00+00:00,,,,,,IndiGo,6E,IGO,5060,6E5060,IGO5060,,,,,801919,,,,,,
2026-09-24,scheduled,,,Vadodara,Asia/Kolkata,BDQ,VABO,,,5.0,2026-09-24T07:35:00+00:00,2026-09-24T07:35:00+00:00,,2026-09-24T07:40:00+00:00,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-09-24T08:50:00+00:00,,,,,,Virgin Atlantic,VS,VIR,8310,VS8310,VIR8310,,,,,801919,indigo,6e,igo,5060,6e5060,igo5060
