flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared
2026-06-06,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,77,,2026-06-06T01:40:00+00:00,2026-06-06T01:40:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-06T10:10:00+00:00,50.0,,,,,Japan Airlines,JL,JTL,7912,JL7912,JTL7912,cathay pacific,cx,cpa,660,cx660,cpa660,,,,,
2026-06-06,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,77,,2026-06-06T01:40:00+00:00,2026-06-06T01:40:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-06T10:10:00+00:00,50.0,,,,,American Airlines,AA,AAL,8945,AA8945,AAL8945,cathay pacific,cx,cpa,660,cx660,cpa660,,,,,
2026-06-06,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-06-06T01:40:00+00:00,2026-06-06T01:40:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,5,,,2026-06-06T07:00:00+00:00,,,,,,American Airlines,AA,AAL,6658,AA6658,AAL6658,british airways,ba,baw,138,ba138,baw138,,,,406F79,
2026-06-06,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-06-06T01:40:00+00:00,2026-06-06T01:40:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,5,,,2026-06-06T07:00:00+00:00,,,,,,Iberia,IB,IBE,3553,IB3553,IBE3553,british airways,ba,baw,138,ba138,baw138,,,,406F79,
2026-06-06,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-06-06T01:20:00+00:00,2026-06-06T01:20:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,,,2026-06-06T09:45:00+00:00,10.0,,,,,Qantas,QF,QFA,5980,QF5980,QFA5980,indigo,6e,igo,1021,6e1021,igo1021,,,,80172C,
2026-06-06,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,78,,2026-06-06T01:20:00+00:00,2026-06-06T01:20:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2E,,,2026-06-06T07:50:00+00:00,,,,,,KLM,KL,KLM,2165,KL2165,KLM2165,air france,af,afr,217,af217,afr217,,,,,
2026-06-06,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,78,,2026-06-06T01:20:00+00:00,2026-06-06T01:20:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2E,,,2026-06-06T07:50:00+00:00,,,,,,Delta Air Lines,DL,DAL,8237,DL8237,DAL8237,air france,af,afr,217,af217,afr217,,,,,
2026-06-06,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-06-06T01:10:00+00:00,2026-06-06T01:10:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,A2,5A,2026-06-06T03:05:00+00:00,15.0,,,,,Virgin Atlantic,VS,VIR,8501,VS8501,VIR8501,indigo,6e,igo,5323,6e5323,igo5323,,,,801744,
2026-06-06,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-06-06T01:10:00+00:00,2026-06-06T01:10:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,A2,5A,2026-06-06T03:05:00+00:00,15.0,,,,,Qantas,QF,QFA,5066,QF5066,QFA5066,indigo,6e,igo,5323,6e5323,igo5323,,,,801744,
2026-06-06,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-06-06T01:10:00+00:00,2026-06-06T01:10:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,A2,5A,2026-06-06T03:05:00+00:00,15.0,,,,,Japan Airlines,JL,JTL,9746,JL9746,JTL9746,indigo,6e,igo,5323,6e5323,igo5323,,,,801744,
