flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-06-26,scheduled,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,36,,2026-06-26T10:00:00+00:00,2026-06-26T10:00:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-06-26T12:15:00+00:00,,,,,,Beijing Airlines,,BJN,8384,,BJN8384,,,,,7805C6,,,,,,,
2026-06-26,scheduled,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-06-26T07:15:00+00:00,2026-06-26T07:15:00+00:00,,,,Antalya,Europe/Istanbul,AYT,LTAI,,,,2026-06-26T09:15:00+00:00,,,,,,Turkish Airlines,TK,THY,3263,TK3263,THY3263,,,,,4BAB30,,,,,,,
2026-06-26,scheduled,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-06-26T07:00:00+00:00,2026-06-26T07:00:00+00:00,,,,Antalya,Europe/Istanbul,AYT,LTAI,,,,2026-06-26T09:00:00+00:00,,,,,,Turkish Airlines,TK,THY,3253,TK3253,THY3253,,,,,4BB321,,,,,,,
2026-06-26,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,58,,2026-06-26T10:00:00+00:00,2026-06-26T10:00:00+00:00,,,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,8,2026-06-26T11:50:00+00:00,13.0,,,,,Shenzhen Airlines,ZH,CSZ,4295,ZH4295,CSZ4295,,,,,,,air china,ca,cca,2695,ca2695,cca2695
2026-06-26,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,C,,2026-06-26T10:00:00+00:00,2026-06-26T10:00:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C18,,2026-06-26T15:00:00+00:00,10.0,,,,,Singapore Airlines,SQ,SIA,5881,SQ5881,SIA5881,,,,,,,air china,ca,cca,403,ca403,cca403
2026-06-26,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,205,,2026-06-26T09:30:00+00:00,2026-06-26T09:30:00+00:00,2026-06-26T09:34:00+00:00,2026-06-26T09:34:00+00:00,2026-06-26T09:34:00+00:00,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,,28,2026-06-26T11:55:00+00:00,4.0,2026-06-26T11:44:00+00:00,,,,Xiamen Air,MF,CXA,7823,MF7823,CXA7823,,,,,782165,,china eastern airlines,mu,ces,9188,mu9188,ces9188
2026-06-26,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-06-26T11:40:00+00:00,2026-06-26T11:40:00+00:00,,,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,T3,,9,2026-06-26T14:15:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1271,ZH1271,CSZ1271,,,,,,,air china,ca,cca,1271,ca1271,cca1271
2026-06-26,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-06-26T11:40:00+00:00,2026-06-26T11:40:00+00:00,,,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,T3,,9,2026-06-26T14:15:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3908,NZ3908,ANZ3908,,,,,,,air china,ca,cca,1271,ca1271,cca1271
2026-06-26,active,,Astana,Asia/Almaty,NQZ,UACC,2,,,2026-06-26T07:25:00+00:00,2026-06-26T07:25:00+00:00,,,,Atyrau International,Asia/Aqtau,GUW,UATG,,,,2026-06-26T08:55:00+00:00,,,,,,FlyArystan,FS,AYN,7208,FS7208,AYN7208,,,,,4CAEC9,,,,,,,
2026-06-26,scheduled,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,T3,D62,,2026-06-26T14:35:00+00:00,2026-06-26T14:35:00+00:00,,,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-06-26T16:15:00+00:00,,,,,,Xiamen Air,MF,CXA,7476,MF7476,CXA7476,,,,,7821E2,,china eastern airlines,mu,ces,6157,mu6157,ces6157
