flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-07-28,scheduled,,Broome,Australia/Perth,BME,YBRM,,,,2026-07-28T12:55:00+00:00,2026-07-28T12:55:00+00:00,,,,Port Hedland,Australia/Perth,PHE,YPPD,,,,2026-07-27T13:47:00+00:00,,,,,,empty,,,,,,,,,,7CAF69,,,,,,,
2026-07-28,scheduled,,Karratha,Australia/Perth,KTA,YPKA,,,,2026-07-28T10:05:00+00:00,2026-07-28T10:05:00+00:00,,,,Port Hedland,Australia/Perth,PHE,YPPD,,,,2026-07-27T10:29:00+00:00,,,,,,empty,,,,,,,,,,7CAF69,,,,,,,
2026-07-28,scheduled,,Port Hedland,Australia/Perth,PHE,YPPD,,,,2026-07-28T14:20:00+00:00,2026-07-28T14:20:00+00:00,,,,Karratha,Australia/Perth,KTA,YPKA,,,,2026-07-27T14:44:00+00:00,,,,,,empty,,,,,,,,,,7CAF69,,,,,,,
2026-07-28,scheduled,,Port Hedland,Australia/Perth,PHE,YPPD,,,,2026-07-28T11:00:00+00:00,2026-07-28T11:00:00+00:00,,,,Broome,Australia/Perth,BME,YBRM,,,,2026-07-27T11:49:00+00:00,,,,,,empty,,,,,,,,,,7CAF69,,,,,,,
2026-07-27,active,,Tajima,Asia/Tokyo,TJH,RJBT,,1,,2026-07-27T10:05:00+00:00,2026-07-27T10:05:00+00:00,2026-07-27T10:09:00+00:00,2026-07-27T10:09:00+00:00,2026-07-27T10:09:00+00:00,Itami,Asia/Tokyo,ITM,RJOO,,,,2026-07-27T10:45:00+00:00,,,,,,Japan Air Commuter,JC,JAC,2324,JC2324,JAC2324,,,,,8405AA,,,,,,,
2026-07-27,active,,Poretta,Europe/Paris,BIA,LFKB,,,,2026-07-27T03:30:00+00:00,2026-07-27T03:30:00+00:00,,,,Campo Dell Oro,Europe/Paris,AJA,LFKJ,,,,2026-07-27T04:15:00+00:00,,,,,,ASL Airlines,5H,ABR,5773,5H5773,ABR5773,,,,,396668,,,,,,,
2026-07-27,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,58,,2026-07-27T09:00:00+00:00,2026-07-27T09:00:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,7,2026-07-27T11:50:00+00:00,20.0,,,,,Air France,AF,AFR,9286,AF9286,AFR9286,,,,,781DE7,china eastern airlines,mu,ces,5442,mu5442,ces5442,
2026-07-27,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,58,,2026-07-27T09:00:00+00:00,2026-07-27T09:00:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,7,2026-07-27T11:50:00+00:00,20.0,,,,,Xiamen Air,MF,CXA,3820,MF3820,CXA3820,,,,,781DE7,china eastern airlines,mu,ces,5442,mu5442,ces5442,
2026-07-27,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,58,,2026-07-27T09:00:00+00:00,2026-07-27T09:00:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,7,2026-07-27T11:50:00+00:00,20.0,,,,,China United Airlines,KN,CUA,6178,KN6178,CUA6178,,,,,781DE7,china eastern airlines,mu,ces,5442,mu5442,ces5442,
2026-07-27,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,58,,2026-07-27T09:00:00+00:00,2026-07-27T09:00:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,7,2026-07-27T11:50:00+00:00,20.0,,,,,Sichuan Airlines,3U,CSC,5232,3U5232,CSC5232,,,,,781DE7,china eastern airlines,mu,ces,5442,mu5442,ces5442,
