flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-08-02,scheduled,,Pablo Ruiz Picasso,Europe/Madrid,AGP,LEMG,,257,,2026-08-02T00:40:00+00:00,2026-08-02T00:40:00+00:00,,,,Milano Malpensa,Europe/Rome,MXP,LIMC,2,,,2026-08-02T03:10:00+00:00,104.0,,,,,easyJet,EC,EJU,3772,EC3772,EJU3772,,,,,4400EC,,,,,,,
2026-08-02,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,A8,,2026-08-02T02:00:00+00:00,2026-08-02T02:00:00+00:00,,,,King Khaled International,Asia/Riyadh,RUH,OERK,5,,,2026-08-02T02:45:00+00:00,23.0,,,,,Garuda Indonesia,GA,GIA,9054,GA9054,GIA9054,,,,,896697,etihad airways,ey,etd,551,ey551,etd551,
2026-08-02,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,A9,,2026-08-02T02:00:00+00:00,2026-08-02T02:00:00+00:00,,,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1E,,,2026-08-02T06:10:00+00:00,23.0,,,,,China Eastern Airlines,MU,CES,4379,MU4379,CES4379,,,,,89633A,etihad airways,ey,etd,769,ey769,etd769,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,345,,2026-08-02T06:50:00+00:00,2026-08-02T06:50:00+00:00,,,,Enshi,Asia/Shanghai,ENH,ZHES,T2,,,2026-08-02T08:55:00+00:00,1.0,,,,,Xiamen Air,MF,CXA,5292,MF5292,CXA5292,,,,,,loong air,gj,cdc,8683,gj8683,cdc8683,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,345,,2026-08-02T06:50:00+00:00,2026-08-02T06:50:00+00:00,,,,Enshi,Asia/Shanghai,ENH,ZHES,T2,,,2026-08-02T08:55:00+00:00,1.0,,,,,Hainan Airlines,HU,CHH,2141,HU2141,CHH2141,,,,,,loong air,gj,cdc,8683,gj8683,cdc8683,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,345,,2026-08-02T06:50:00+00:00,2026-08-02T06:50:00+00:00,,,,Enshi,Asia/Shanghai,ENH,ZHES,T2,,,2026-08-02T08:55:00+00:00,1.0,,,,,Tibet Airlines,TV,TBA,2453,TV2453,TBA2453,,,,,,loong air,gj,cdc,8683,gj8683,cdc8683,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,345,,2026-08-02T06:50:00+00:00,2026-08-02T06:50:00+00:00,,,,Enshi,Asia/Shanghai,ENH,ZHES,T2,,,2026-08-02T08:55:00+00:00,1.0,,,,,China Southern Airlines,CZ,CSN,7115,CZ7115,CSN7115,,,,,,loong air,gj,cdc,8683,gj8683,cdc8683,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,345,,2026-08-02T06:50:00+00:00,2026-08-02T06:50:00+00:00,,,,Enshi,Asia/Shanghai,ENH,ZHES,T2,,,2026-08-02T08:55:00+00:00,1.0,,,,,China Express Airlines,G5,HXA,9521,G59521,HXA9521,,,,,,loong air,gj,cdc,8683,gj8683,cdc8683,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,345,,2026-08-02T06:50:00+00:00,2026-08-02T06:50:00+00:00,,,,Enshi,Asia/Shanghai,ENH,ZHES,T2,,,2026-08-02T08:55:00+00:00,1.0,,,,,Sichuan Airlines,3U,CSC,4863,3U4863,CSC4863,,,,,,loong air,gj,cdc,8683,gj8683,cdc8683,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,345,,2026-08-02T06:50:00+00:00,2026-08-02T06:50:00+00:00,,,,Enshi,Asia/Shanghai,ENH,ZHES,T2,,,2026-08-02T08:55:00+00:00,1.0,,,,,Chengdu Airlines,EU,UEA,9153,EU9153,UEA9153,,,,,,loong air,gj,cdc,8683,gj8683,cdc8683,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,364,,2026-08-02T06:45:00+00:00,2026-08-02T06:45:00+00:00,,,,Hailar,Asia/Shanghai,HLD,ZBLA,,,,2026-08-02T10:55:00+00:00,10.0,,,,,Shandong Airlines,SC,CDG,9839,SC9839,CDG9839,,,,,7817CE,shenzhen airlines,zh,csz,8105,zh8105,csz8105,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,365,,2026-08-02T06:40:00+00:00,2026-08-02T06:40:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,9,2026-08-02T08:35:00+00:00,15.0,,,,,Shandong Airlines,SC,CDG,9793,SC9793,CDG9793,,,,,,shenzhen airlines,zh,csz,9859,zh9859,csz9859,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,365,,2026-08-02T06:40:00+00:00,2026-08-02T06:40:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,9,2026-08-02T08:35:00+00:00,15.0,,,,,Air China,CA,CCA,7921,CA7921,CCA7921,,,,,,shenzhen airlines,zh,csz,9859,zh9859,csz9859,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,371,,2026-08-02T06:40:00+00:00,2026-08-02T06:40:00+00:00,,,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,,10,2026-08-02T09:00:00+00:00,24.0,,,,,Shandong Airlines,SC,CDG,9423,SC9423,CDG9423,,,,,78050D,shenzhen airlines,zh,csz,9815,zh9815,csz9815,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,371,,2026-08-02T06:40:00+00:00,2026-08-02T06:40:00+00:00,,,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,,10,2026-08-02T09:00:00+00:00,24.0,,,,,Juneyao Air,HO,DKH,5232,HO5232,DKH5232,,,,,78050D,shenzhen airlines,zh,csz,9815,zh9815,csz9815,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,371,,2026-08-02T06:40:00+00:00,2026-08-02T06:40:00+00:00,,,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,,10,2026-08-02T09:00:00+00:00,24.0,,,,,Air China,CA,CCA,3485,CA3485,CCA3485,,,,,78050D,shenzhen airlines,zh,csz,9815,zh9815,csz9815,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,547B,,2026-08-02T06:40:00+00:00,2026-08-02T06:40:00+00:00,,,,Lijiang,Asia/Shanghai,LJG,ZPLJ,,,,2026-08-02T09:25:00+00:00,7.0,,,,,China Eastern Airlines,MU,CES,3886,MU3886,CES3886,,,,,780F6B,juneyao air,ho,dkh,1945,ho1945,dkh1945,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,547B,,2026-08-02T06:40:00+00:00,2026-08-02T06:40:00+00:00,,,,Lijiang,Asia/Shanghai,LJG,ZPLJ,,,,2026-08-02T09:25:00+00:00,7.0,,,,,Shenzhen Airlines,ZH,CSZ,5225,ZH5225,CSZ5225,,,,,780F6B,juneyao air,ho,dkh,1945,ho1945,dkh1945,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,547B,,2026-08-02T06:40:00+00:00,2026-08-02T06:40:00+00:00,,,,Lijiang,Asia/Shanghai,LJG,ZPLJ,,,,2026-08-02T09:25:00+00:00,7.0,,,,,Sichuan Airlines,3U,CSC,4619,3U4619,CSC4619,,,,,780F6B,juneyao air,ho,dkh,1945,ho1945,dkh1945,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,547B,,2026-08-02T06:40:00+00:00,2026-08-02T06:40:00+00:00,,,,Lijiang,Asia/Shanghai,LJG,ZPLJ,,,,2026-08-02T09:25:00+00:00,7.0,,,,,China Southern Airlines,CZ,CSN,218,CZ218,CSN218,,,,,780F6B,juneyao air,ho,dkh,1945,ho1945,dkh1945,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,547B,,2026-08-02T06:40:00+00:00,2026-08-02T06:40:00+00:00,,,,Lijiang,Asia/Shanghai,LJG,ZPLJ,,,,2026-08-02T09:25:00+00:00,7.0,,,,,Xiamen Air,MF,CXA,5890,MF5890,CXA5890,,,,,780F6B,juneyao air,ho,dkh,1945,ho1945,dkh1945,
2026-08-02,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,,,,2026-08-02T03:55:00+00:00,2026-08-02T03:55:00+00:00,,,,Halle,Europe/Berlin,LEJ,EDDP,,,,2026-08-02T09:52:00+00:00,,,,,,Central Airlines,I9,HLF,8867,I98867,HLF8867,,,,,78219A,,,,,,,
2026-08-02,scheduled,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-08-02T06:05:00+00:00,2026-08-02T06:05:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-08-02T08:15:00+00:00,,,,,,,H1,H1,2188,H12188,H12188,,,,,,vietjet air,vj,vjc,124,vj124,vjc124,
2026-08-02,scheduled,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-08-02T06:05:00+00:00,2026-08-02T06:05:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-08-02T08:15:00+00:00,,,,,,Flexflight,W2,FXT,4124,W24124,FXT4124,,,,,,vietjet air,vj,vjc,124,vj124,vjc124,
2026-08-02,scheduled,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,,2026-08-02T04:20:00+00:00,2026-08-02T04:20:00+00:00,,,,Halle,Europe/Berlin,LEJ,EDDP,,,,2026-08-02T10:40:00+00:00,,,,,,AeroLogic,3S,BOX,571,3S571,BOX571,,,,,3C4582,,,,,,,
2026-08-02,scheduled,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,,2026-08-02T04:20:00+00:00,2026-08-02T04:20:00+00:00,,,,Halle,Europe/Berlin,LEJ,EDDP,,,,2026-08-02T10:35:00+00:00,,,,,,DHL Air,D0,DHK,55,D055,DHK55,,,,,408143,,,,,,,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-08-02T07:00:00+00:00,2026-08-02T07:00:00+00:00,,,,Shuangliu,Asia/Shanghai,CTU,ZUUU,2,,,2026-08-02T09:55:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4358,ZH4358,CSZ4358,,,,,781C09,air china,ca,cca,4182,ca4182,cca4182,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-08-02T07:00:00+00:00,2026-08-02T07:00:00+00:00,,,,Huangyan,Asia/Shanghai,HYN,ZSLQ,,,,2026-08-02T09:30:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1851,ZH1851,CSZ1851,,,,,780CBD,air china,ca,cca,1851,ca1851,cca1851,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-08-02T07:00:00+00:00,2026-08-02T07:00:00+00:00,,,,Changzhou,Asia/Shanghai,CZX,ZSCG,,,,2026-08-02T08:50:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1825,ZH1825,CSZ1825,,,,,,air china,ca,cca,1825,ca1825,cca1825,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-08-02T07:00:00+00:00,2026-08-02T07:00:00+00:00,,,,Changzhou,Asia/Shanghai,CZX,ZSCG,,,,2026-08-02T08:50:00+00:00,,,,,,Shandong Airlines,SC,CDG,5678,SC5678,CDG5678,,,,,,air china,ca,cca,1825,ca1825,cca1825,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-08-02T07:00:00+00:00,2026-08-02T07:00:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,,2026-08-02T10:30:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1461,ZH1461,CSZ1461,,,,,780C42,air china,ca,cca,1461,ca1461,cca1461,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-08-02T07:00:00+00:00,2026-08-02T07:00:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,,2026-08-02T10:30:00+00:00,,,,,,Shandong Airlines,SC,CDG,5049,SC5049,CDG5049,,,,,780C42,air china,ca,cca,1461,ca1461,cca1461,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-08-02T07:00:00+00:00,2026-08-02T07:00:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-08-02T10:05:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1437,ZH1437,CSZ1437,,,,,,air china,ca,cca,1437,ca1437,cca1437,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-08-02T07:00:00+00:00,2026-08-02T07:00:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-08-02T10:05:00+00:00,,,,,,Shandong Airlines,SC,CDG,5035,SC5035,CDG5035,,,,,,air china,ca,cca,1437,ca1437,cca1437,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-08-02T07:00:00+00:00,2026-08-02T07:00:00+00:00,,,,Taiyuan,Asia/Shanghai,TYN,ZBYN,1,,,2026-08-02T08:15:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1145,ZH1145,CSZ1145,,,,,,air china,ca,cca,1145,ca1145,cca1145,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-08-02T07:00:00+00:00,2026-08-02T07:00:00+00:00,,,,Taiyuan,Asia/Shanghai,TYN,ZBYN,1,,,2026-08-02T08:15:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3900,NZ3900,ANZ3900,,,,,,air china,ca,cca,1145,ca1145,cca1145,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,H1-7,,2026-08-02T06:55:00+00:00,2026-08-02T06:55:00+00:00,,,,Shuangliu,Asia/Shanghai,CTU,ZUUU,1,,,2026-08-02T09:55:00+00:00,,,,,,Xiamen Air,MF,CXA,5058,MF5058,CXA5058,,,,,781014,sichuan airlines,3u,csc,8890,3u8890,csc8890,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,H1-7,,2026-08-02T06:55:00+00:00,2026-08-02T06:55:00+00:00,,,,Shuangliu,Asia/Shanghai,CTU,ZUUU,1,,,2026-08-02T09:55:00+00:00,,,,,,China Express Airlines,G5,HXA,6268,G56268,HXA6268,,,,,781014,sichuan airlines,3u,csc,8890,3u8890,csc8890,
2026-08-02,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,H1-7,,2026-08-02T06:55:00+00:00,2026-08-02T06:55:00+00:00,,,,Shuangliu,Asia/Shanghai,CTU,ZUUU,1,,,2026-08-02T09:55:00+00:00,,,,,,China Southern Airlines,CZ,CSN,9144,CZ9144,CSN9144,,,,,781014,sichuan airlines,3u,csc,8890,3u8890,csc8890,
2026-08-02,scheduled,,Yam Island,Australia/Brisbane,XMY,YYMI,,,,2026-08-02T08:00:00+00:00,2026-08-02T08:00:00+00:00,,,,Yorke Island,Australia/Brisbane,OKR,YYKI,,,,2026-08-02T08:23:00+00:00,,,,,,empty,,,,,,,,,,7C634F,,,,,,,
2026-08-02,scheduled,,Mactan-Cebu International,Asia/Manila,CEB,RPVM,1,,,2026-08-02T00:05:00+00:00,2026-08-02T00:05:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,2,,,2026-08-02T01:25:00+00:00,,,,,,Philippine Airlines,2P,GAP,2860,2P2860,GAP2860,,,,,7584D7,,,,,,,
2026-08-02,scheduled,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-08-02T06:30:00+00:00,2026-08-02T06:30:00+00:00,,,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,1,A5,3,2026-08-02T08:45:00+00:00,,,,,,China Airlines,CI,CAL,9806,CI9806,CAL9806,,,,,,philippine airlines,pr,pal,890,pr890,pal890,
2026-08-02,scheduled,,Pyrzowice,Europe/Warsaw,KTW,EPKT,,,,2026-08-02T00:40:00+00:00,2026-08-02T00:40:00+00:00,,,,Nikos Kazantzakis Airport,Europe/Athens,HER,LGIR,,,,2026-08-02T04:21:00+00:00,,,,,,Ryanair,RR,RYS,,RR,RYS,,,,,48C12F,,,,,,,
2026-08-02,scheduled,,Pyrzowice,Europe/Warsaw,KTW,EPKT,,,,2026-08-02T00:05:00+00:00,2026-08-02T00:05:00+00:00,,,,Milas,Europe/Istanbul,BJV,LTFE,,,,2026-08-02T03:36:00+00:00,,,,,,Ryanair,RR,RYS,,RR,RYS,,,,,48C220,,,,,,,
2026-08-02,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,4,G20,,2026-08-02T01:45:00+00:00,2026-08-02T01:45:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-08-02T05:50:00+00:00,,,,,,Qatar Airways,QR,QTR,3455,QR3455,QTR3455,,,,,,cathay pacific,cx,cpa,714,cx714,cpa714,
2026-08-02,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,4,G20,,2026-08-02T01:45:00+00:00,2026-08-02T01:45:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-08-02T05:50:00+00:00,,,,,,MIAT Mongolian Airlines,OM,MGL,5732,OM5732,MGL5732,,,,,,cathay pacific,cx,cpa,714,cx714,cpa714,
2026-08-02,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,4,G20,,2026-08-02T01:45:00+00:00,2026-08-02T01:45:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-08-02T05:50:00+00:00,,,,,,Finnair,AY,FIN,5856,AY5856,FIN5856,,,,,,cathay pacific,cx,cpa,714,cx714,cpa714,
2026-08-02,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,4,G20,,2026-08-02T01:45:00+00:00,2026-08-02T01:45:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-08-02T05:50:00+00:00,,,,,,American Airlines,AA,AAL,8902,AA8902,AAL8902,,,,,,cathay pacific,cx,cpa,714,cx714,cpa714,
2026-08-02,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,34,,2026-08-02T07:20:00+00:00,2026-08-02T07:20:00+00:00,,,,Junmachi,Asia/Tokyo,GAJ,RJSC,,,,2026-08-02T08:15:00+00:00,,,,,,China Airlines,CI,CAL,9975,CI9975,CAL9975,,,,,,jet linx aviation,jl,jtl,175,jl175,jtl175,
