flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-02,scheduled,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-02T08:00:00+00:00,2026-07-02T08:00:00+00:00,,,,Shuangliu,Asia/Shanghai,CTU,ZUUU,2,,,2026-07-02T11:00:00+00:00,,,,,,China United Airlines,KN,CUA,6295,KN6295,CUA6295,china eastern airlines,mu,ces,6641,mu6641,ces6641,,,,,
2026-07-02,scheduled,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-02T08:00:00+00:00,2026-07-02T08:00:00+00:00,,,,Shuangliu,Asia/Shanghai,CTU,ZUUU,2,,,2026-07-02T11:00:00+00:00,,,,,,Sichuan Airlines,3U,CSC,5419,3U5419,CSC5419,china eastern airlines,mu,ces,6641,mu6641,ces6641,,,,,
2026-07-02,scheduled,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-02T08:00:00+00:00,2026-07-02T08:00:00+00:00,,,,Shuangliu,Asia/Shanghai,CTU,ZUUU,2,,,2026-07-02T11:00:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1906,CZ1906,CSN1906,china eastern airlines,mu,ces,6641,mu6641,ces6641,,,,,
2026-07-02,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-02T07:20:00+00:00,2026-07-02T07:20:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-02T11:10:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5949,MH5949,MAS5949,philippine airlines,pr,pal,525,pr525,pal525,,,,,
2026-07-02,active,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,,,,2026-07-02T02:15:00+00:00,2026-07-02T02:15:00+00:00,,,,Presidente Nicolau Lobato International,Asia/Dili,DIL,WPDL,,,,2026-07-02T07:08:00+00:00,,,,,,Batik Air,ID,BTK,372,ID372,BTK372,,,,,,,,,,,75056A
2026-07-02,scheduled,,,Oliver Reginald Tambo International (Jan Smuts International),Africa/Johannesburg,JNB,FAOR,A,A04,,2026-07-02T01:15:00+00:00,2026-07-02T01:15:00+00:00,,,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-07-02T06:20:00+00:00,,,,,,Saudia,SV,SVA,6956,SV6956,SVA6956,kenya airways,kq,kqa,765,kq765,kqa765,,,,,
2026-07-02,scheduled,,,Oliver Reginald Tambo International (Jan Smuts International),Africa/Johannesburg,JNB,FAOR,A,A04,,2026-07-02T01:15:00+00:00,2026-07-02T01:15:00+00:00,,,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-07-02T06:20:00+00:00,,,,,,South African Airways,SA,SAA,7120,SA7120,SAA7120,kenya airways,kq,kqa,765,kq765,kqa765,,,,,
2026-07-02,scheduled,,,Oliver Reginald Tambo International (Jan Smuts International),Africa/Johannesburg,JNB,FAOR,A,A04,,2026-07-02T01:15:00+00:00,2026-07-02T01:15:00+00:00,,,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-07-02T06:20:00+00:00,,,,,,Royal Air Maroc,AT,RAM,9104,AT9104,RAM9104,kenya airways,kq,kqa,765,kq765,kqa765,,,,,
2026-07-02,scheduled,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-07-02T02:30:00+00:00,2026-07-02T02:30:00+00:00,,,,Les Salines,Africa/Algiers,AAE,DABB,,,,2026-07-02T03:30:00+00:00,20.0,,,,,Turkish Airlines,TK,THY,8665,TK8665,THY8665,air algerie,ah,dah,3021,ah3021,dah3021,,,,,0A0075
2026-07-02,scheduled,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-07-02T02:25:00+00:00,2026-07-02T02:25:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-07-02T19:05:00+00:00,,,,,,All Nippon Airways,NH,ANA,6646,NH6646,ANA6646,turkish airlines,tk,thy,86,tk86,thy86,,,,,
2026-07-02,scheduled,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-07-02T02:15:00+00:00,2026-07-02T02:15:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-07-02T19:10:00+00:00,,,,,,Philippine Airlines,PR,PAL,3788,PR3788,PAL3788,turkish airlines,tk,thy,84,tk84,thy84,,,,,
