flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-07-24,scheduled,,,Memphis International,America/Chicago,MEM,KMEM,,,,2026-07-24T03:07:00+00:00,2026-07-24T03:07:00+00:00,,,,Portland International,America/Los_Angeles,PDX,KPDX,,,,2026-07-24T05:02:00+00:00,,,,,,FedEx,FX,FDX,1415,FX1415,FDX1415,,,,,,,,,,,
2026-07-24,scheduled,,,Memphis International,America/Chicago,MEM,KMEM,,,,2026-07-24T03:06:00+00:00,2026-07-24T03:06:00+00:00,,,,San Francisco International,America/Los_Angeles,SFO,KSFO,,,,2026-07-24T04:51:00+00:00,,,,,,FedEx,FX,FDX,1545,FX1545,FDX1545,,,,,,,,,,,
2026-07-24,scheduled,,,Memphis International,America/Chicago,MEM,KMEM,,,,2026-07-24T03:05:00+00:00,2026-07-24T03:05:00+00:00,,,,Southwest Florida International,America/New_York,RSW,KRSW,,,,2026-07-24T05:43:00+00:00,,,,,,FedEx,FX,FDX,1465,FX1465,FDX1465,,,,,,,,,,,
2026-07-24,scheduled,,,Memphis International,America/Chicago,MEM,KMEM,,,,2026-07-24T03:04:00+00:00,2026-07-24T03:04:00+00:00,,,,Gerald R. Ford International,America/Detroit,GRR,KGRR,,,,2026-07-24T05:24:00+00:00,,,,,,FedEx,FX,FDX,1536,FX1536,FDX1536,,,,,,,,,,,
2026-07-24,scheduled,,,Memphis International,America/Chicago,MEM,KMEM,,,,2026-07-24T03:04:00+00:00,2026-07-24T03:04:00+00:00,,,,International Jetport,America/New_York,PWM,KPWM,,,,2026-07-24T06:29:00+00:00,,,,,,FedEx,FX,FDX,1491,FX1491,FDX1491,,,,,,,,,,,
2026-07-24,scheduled,,,Memphis International,America/Chicago,MEM,KMEM,,,,2026-07-24T03:03:00+00:00,2026-07-24T03:03:00+00:00,,,,Tri-state/Milton,America/New_York,HTS,KHTS,,,,2026-07-24T05:06:00+00:00,,,,,,FedEx,FX,FDX,1562,FX1562,FDX1562,,,,,,,,,,,
2026-07-24,scheduled,,,Memphis International,America/Chicago,MEM,KMEM,,,,2026-07-24T03:03:00+00:00,2026-07-24T03:03:00+00:00,,,,Pittsburgh International,America/New_York,PIT,KPIT,,,,2026-07-24T05:25:00+00:00,,,,,,FedEx,FX,FDX,1446,FX1446,FDX1446,,,,,,,,,,,
2026-07-24,scheduled,,,Memphis International,America/Chicago,MEM,KMEM,,,,2026-07-24T03:03:00+00:00,2026-07-24T03:03:00+00:00,,,,Manchester-boston Regional Airport,America/New_York,MHT,KMHT,,,,2026-07-24T06:19:00+00:00,,,,,,FedEx,FX,FDX,1412,FX1412,FDX1412,,,,,,,,,,,
2026-07-24,scheduled,,,Memphis International,America/Chicago,MEM,KMEM,,,,2026-07-24T03:03:00+00:00,2026-07-24T03:03:00+00:00,,,,Ted Stevens Anchorage International Airport,America/Anchorage,ANC,PANC,,,,2026-07-24T06:29:00+00:00,,,,,,FedEx,FX,FDX,85,FX85,FDX85,,,,,,,,,,,
2026-07-24,scheduled,,,Memphis International,America/Chicago,MEM,KMEM,,,,2026-07-24T03:00:00+00:00,2026-07-24T03:00:00+00:00,,,,George Bush Intercontinental,America/Chicago,IAH,KIAH,,,,2026-07-24T04:04:00+00:00,,,,,,FedEx,FX,FDX,1425,FX1425,FDX1425,,,,,,,,,,,
