flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2026-06-29,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,17,,2026-06-29T07:20:00+00:00,2026-06-29T07:20:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-06-29T08:35:00+00:00,,,,,,Malaysia Airlines,MH,MAS,9167,MH9167,MAS9167,,,,,,jet linx aviation,jl,jtl,221,jl221,jtl221,,,,,,,,,
2026-06-29,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,17,,2026-06-29T07:20:00+00:00,2026-06-29T07:20:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-06-29T08:35:00+00:00,,,,,,Qatar Airways,QR,QTR,6045,QR6045,QTR6045,,,,,,jet linx aviation,jl,jtl,221,jl221,jtl221,,,,,,,,,
2026-06-29,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,33,,2026-06-29T07:20:00+00:00,2026-06-29T07:20:00+00:00,,,,Junmachi,Asia/Tokyo,GAJ,RJSC,,,,2026-06-29T08:15:00+00:00,,,,,,Qatar Airways,QR,QTR,4852,QR4852,QTR4852,,,,,,jet linx aviation,jl,jtl,175,jl175,jtl175,,,,,,,,,
2026-06-29,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,33,,2026-06-29T07:20:00+00:00,2026-06-29T07:20:00+00:00,,,,Junmachi,Asia/Tokyo,GAJ,RJSC,,,,2026-06-29T08:15:00+00:00,,,,,,China Airlines,CI,CAL,9975,CI9975,CAL9975,,,,,,jet linx aviation,jl,jtl,175,jl175,jtl175,,,,,,,,,
2026-06-29,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,33,,2026-06-29T07:20:00+00:00,2026-06-29T07:20:00+00:00,,,,Junmachi,Asia/Tokyo,GAJ,RJSC,,,,2026-06-29T08:15:00+00:00,,,,,,AlphaSky,AS,JAG,7997,AS7997,JAG7997,,,,,,jet linx aviation,jl,jtl,175,jl175,jtl175,,,,,,,,,
2026-06-29,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,502,,2026-06-29T07:15:00+00:00,2026-06-29T07:15:00+00:00,,,,Kumamoto,Asia/Tokyo,KMJ,RJFT,,,,2026-06-29T09:05:00+00:00,,,,,,All Nippon Airways,NH,ANA,2411,NH2411,ANA2411,,,,,,solaseed air,6j,snj,11,6j11,snj11,,,,,,,,,
2026-06-29,scheduled,,Esenboga International,Europe/Istanbul,ESB,LTAC,,105,,2026-06-29T00:25:00+00:00,2026-06-29T00:25:00+00:00,,,,Carsamba,Europe/Istanbul,SZF,LTFH,,,,2026-06-29T01:25:00+00:00,10.0,,,,,Turkish Airlines,TK,THY,4278,TK4278,THY4278,,,,,4BAA95,,,,,,,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-29T06:55:00+00:00,2026-06-29T06:55:00+00:00,,,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-06-29T09:20:00+00:00,,,,,,China Eastern Airlines,MU,CES,3946,MU3946,CES3946,,,,,,china express airlines,g5,hxa,2745,g52745,hxa2745,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-29T06:55:00+00:00,2026-06-29T06:55:00+00:00,,,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-06-29T09:20:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,3831,ZH3831,CSZ3831,,,,,,china express airlines,g5,hxa,2745,g52745,hxa2745,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,3D,,2026-06-29T06:50:00+00:00,2026-06-29T06:50:00+00:00,,,,Changzhou,Asia/Shanghai,CZX,ZSCG,,,,2026-06-29T08:55:00+00:00,,,,,,Xiamen Air,MF,CXA,4865,MF4865,CXA4865,,,,,781B42,sichuan airlines,3u,csc,8097,3u8097,csc8097,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,3D,,2026-06-29T06:50:00+00:00,2026-06-29T06:50:00+00:00,,,,Changzhou,Asia/Shanghai,CZX,ZSCG,,,,2026-06-29T08:55:00+00:00,,,,,,China Express Airlines,G5,HXA,8791,G58791,HXA8791,,,,,781B42,sichuan airlines,3u,csc,8097,3u8097,csc8097,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,3D,,2026-06-29T06:50:00+00:00,2026-06-29T06:50:00+00:00,,,,Changzhou,Asia/Shanghai,CZX,ZSCG,,,,2026-06-29T08:55:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4961,CZ4961,CSN4961,,,,,781B42,sichuan airlines,3u,csc,8097,3u8097,csc8097,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-29T06:50:00+00:00,2026-06-29T06:50:00+00:00,,,,,,HUZ,ZGHZ,,,,2026-06-29T08:50:00+00:00,,,,,,Sichuan Airlines,3U,CSC,5439,3U5439,CSC5439,,,,,78078C,china eastern airlines,mu,ces,6691,mu6691,ces6691,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-29T06:50:00+00:00,2026-06-29T06:50:00+00:00,,,,Dongsheng,Asia/Shanghai,DSN,ZBDS,,,,2026-06-29T08:45:00+00:00,35.0,,,,,Shenzhen Airlines,ZH,CSZ,2491,ZH2491,CSZ2491,,,,,781064,china express airlines,g5,hxa,4397,g54397,hxa4397,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-29T06:50:00+00:00,2026-06-29T06:50:00+00:00,,,,Dongsheng,Asia/Shanghai,DSN,ZBDS,,,,2026-06-29T08:45:00+00:00,35.0,,,,,Shandong Airlines,SC,CDG,3689,SC3689,CDG3689,,,,,781064,china express airlines,g5,hxa,4397,g54397,hxa4397,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-29T06:50:00+00:00,2026-06-29T06:50:00+00:00,,,,Dongsheng,Asia/Shanghai,DSN,ZBDS,,,,2026-06-29T08:45:00+00:00,35.0,,,,,Xiamen Air,MF,CXA,4379,MF4379,CXA4379,,,,,781064,china express airlines,g5,hxa,4397,g54397,hxa4397,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-29T06:50:00+00:00,2026-06-29T06:50:00+00:00,,,,Dongsheng,Asia/Shanghai,DSN,ZBDS,,,,2026-06-29T08:45:00+00:00,35.0,,,,,Hainan Airlines,HU,CHH,1111,HU1111,CHH1111,,,,,781064,china express airlines,g5,hxa,4397,g54397,hxa4397,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-29T06:50:00+00:00,2026-06-29T06:50:00+00:00,,,,Dongsheng,Asia/Shanghai,DSN,ZBDS,,,,2026-06-29T08:45:00+00:00,35.0,,,,,Loong Air,GJ,CDC,5949,GJ5949,CDC5949,,,,,781064,china express airlines,g5,hxa,4397,g54397,hxa4397,,,,,,,,,
2026-06-29,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-29T06:50:00+00:00,2026-06-29T06:50:00+00:00,,,,Dongsheng,Asia/Shanghai,DSN,ZBDS,,,,2026-06-29T08:45:00+00:00,35.0,,,,,Air China,CA,CCA,9093,CA9093,CCA9093,,,,,781064,china express airlines,g5,hxa,4397,g54397,hxa4397,,,,,,,,,
2026-06-29,active,,Lishe International Airport,Asia/Shanghai,NGB,ZSNB,,,,2026-06-29T01:05:00+00:00,2026-06-29T01:05:00+00:00,2026-06-29T00:21:00+00:00,2026-06-29T00:21:00+00:00,2026-06-29T00:21:00+00:00,Zhengzhou,Asia/Shanghai,CGO,ZHCC,,,,2026-06-29T03:10:00+00:00,,2026-06-29T02:03:00+00:00,,,,Air Central,GI,LHA,4027,GI4027,LHA4027,,B-220N,B738,B738,781AEA,,,,,,,,2026-06-28T16:41:23+00:00,31.2679,121.326,8412.48,340.0,813.028,0.0,False
2026-06-29,scheduled,,Cologne/bonn,Europe/Berlin,CGN,EDDK,,,,2026-06-29T00:45:00+00:00,2026-06-29T00:45:00+00:00,,,,Bergamo - Orio al Serio,Europe/Rome,BGY,LIME,,,,2026-06-29T02:30:00+00:00,22.0,,,,,Maersk Air Cargo,DJ,SRR,6402,DJ6402,SRR6402,,,,,45CF24,,,,,,,,,,,,,,,
2026-06-29,scheduled,,Cologne/bonn,Europe/Berlin,CGN,EDDK,,,,2026-06-29T00:45:00+00:00,2026-06-29T00:45:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,CF,,,2026-06-29T01:45:00+00:00,22.0,,,,,Maersk Air Cargo,DJ,SRR,6316,DJ6316,SRR6316,,,,,45CE57,,,,,,,,,,,,,,,
2026-06-29,scheduled,,Cologne/bonn,Europe/Berlin,CGN,EDDK,,,,2026-06-29T00:01:00+00:00,2026-06-29T00:01:00+00:00,,,,East Midlands,Europe/London,EMA,EGNX,,,,2026-06-29T00:20:00+00:00,21.0,,,,,Maersk Air Cargo,DJ,SRR,6566,DJ6566,SRR6566,,,,,4004FE,,,,,,,,,,,,,,,
2026-06-29,active,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,113,,2026-06-29T01:20:00+00:00,2026-06-29T01:20:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-06-29T05:45:00+00:00,,,,,,Japan Airlines,JL,JAL,33,JL33,JAL33,,JA869J,B789,B789,86E4FC,,,,,,,,2026-06-28T16:44:54+00:00,35.1653,139.547,4716.78,225.11,703.224,53.856,False
2026-06-29,scheduled,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,,,2026-06-29T04:30:00+00:00,2026-06-29T04:30:00+00:00,,,,Lohegaon,Asia/Kolkata,PNQ,VAPO,,,,2026-06-29T06:00:00+00:00,15.0,,,,,Virgin Atlantic,VS,VIR,8451,VS8451,VIR8451,,,,,8014A4,indigo,6e,igo,408,6e408,igo408,,,,,,,,,
2026-06-29,scheduled,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,,,2026-06-29T04:30:00+00:00,2026-06-29T04:30:00+00:00,,,,Lohegaon,Asia/Kolkata,PNQ,VAPO,,,,2026-06-29T06:00:00+00:00,15.0,,,,,Qantas,QF,QFA,5249,QF5249,QFA5249,,,,,8014A4,indigo,6e,igo,408,6e408,igo408,,,,,,,,,
2026-06-29,scheduled,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,,,2026-06-29T04:30:00+00:00,2026-06-29T04:30:00+00:00,,,,Lohegaon,Asia/Kolkata,PNQ,VAPO,,,,2026-06-29T06:00:00+00:00,15.0,,,,,Japan Airlines,JL,JTL,9077,JL9077,JTL9077,,,,,8014A4,indigo,6e,igo,408,6e408,igo408,,,,,,,,,
2026-06-29,scheduled,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,,,2026-06-29T04:25:00+00:00,2026-06-29T04:25:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,4,2026-06-29T06:20:00+00:00,15.0,,,,,Qatar Airways,QR,QTR,4787,QR4787,QTR4787,,,,,801411,indigo,6e,igo,1301,6e1301,igo1301,,,,,,,,,
2026-06-29,scheduled,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,,,2026-06-29T04:00:00+00:00,2026-06-29T04:00:00+00:00,,,,Lohegaon,Asia/Kolkata,PNQ,VAPO,,,,2026-06-29T05:35:00+00:00,,,,,,Air India,AI,AIC,9808,AI9808,AIC9808,,,,,800CD6,air india express,ix,axb,2783,ix2783,axb2783,,,,,,,,,
2026-06-29,scheduled,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,,,2026-06-29T03:45:00+00:00,2026-06-29T03:45:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-06-29T05:30:00+00:00,15.0,,,,,Virgin Atlantic,VS,VIR,8335,VS8335,VIR8335,,,,,801744,indigo,6e,igo,5205,6e5205,igo5205,,,,,,,,,
2026-06-29,scheduled,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,,,2026-06-29T03:45:00+00:00,2026-06-29T03:45:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-06-29T05:30:00+00:00,15.0,,,,,Qantas,QF,QFA,5053,QF5053,QFA5053,,,,,801744,indigo,6e,igo,5205,6e5205,igo5205,,,,,,,,,
2026-06-29,scheduled,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,,,2026-06-29T03:45:00+00:00,2026-06-29T03:45:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-06-29T05:30:00+00:00,15.0,,,,,Japan Airlines,JL,JTL,5193,JL5193,JTL5193,,,,,801744,indigo,6e,igo,5205,6e5205,igo5205,,,,,,,,,
2026-06-29,scheduled,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,,,2026-06-29T03:45:00+00:00,2026-06-29T03:45:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-06-29T05:30:00+00:00,15.0,,,,,Air France,AF,AFR,3774,AF3774,AFR3774,,,,,801744,indigo,6e,igo,5205,6e5205,igo5205,,,,,,,,,
2026-06-29,landed,,Swan Hill,Australia/Melbourne,SWH,YSWH,,,,2026-06-29T02:00:00+00:00,2026-06-29T02:00:00+00:00,2026-06-29T01:05:00+00:00,2026-06-29T01:05:00+00:00,2026-06-29T01:05:00+00:00,Melbourne Avalon International Airport,Australia/Melbourne,AVV,YMAV,,,,2026-06-29T02:41:00+00:00,,,2026-06-29T01:46:00+00:00,2026-06-29T01:46:00+00:00,2026-06-29T01:46:00+00:00,Pel-Air,,PFY,319,,PFY319,,,,,7C6A58,,,,,,,,,,,,,,,
2026-06-29,active,,Melbourne Avalon International Airport,Australia/Melbourne,AVV,YMAV,,AV5,,2026-06-29T03:15:00+00:00,2026-06-29T03:15:00+00:00,2026-06-29T02:06:00+00:00,2026-06-29T02:06:00+00:00,2026-06-29T02:06:00+00:00,Essendon,Australia/Melbourne,MEB,YMEN,,,,2026-06-29T03:24:00+00:00,,,,,,Pel-Air,,PFY,319,,PFY319,,,,,7C6A58,,,,,,,,,,,,,,,
2026-06-29,scheduled,,Almaty,Asia/Almaty,ALA,UAAA,,,,2026-06-29T04:15:00+00:00,2026-06-29T04:15:00+00:00,,,,Stansted,Europe/London,STN,EGSS,,,,2026-06-29T07:30:00+00:00,19.0,,,,,Air Zeta,KJ,AIH,793,KJ793,AIH793,,,,,71BC36,,,,,,,,,,,,,,,
2026-06-29,scheduled,,Almaty,Asia/Almaty,ALA,UAAA,,,,2026-06-29T03:35:00+00:00,2026-06-29T03:35:00+00:00,,,,Vienna International,Europe/Vienna,VIE,LOWW,,,,2026-06-29T06:15:00+00:00,19.0,,,,,Air Zeta,KJ,AIH,797,KJ797,AIH797,,,,,71BE16,,,,,,,,,,,,,,,
2026-06-29,scheduled,,Kobe,Asia/Tokyo,UKB,RJBE,,4,,2026-06-29T07:50:00+00:00,2026-06-29T07:50:00+00:00,,,,Naha,Asia/Tokyo,OKA,ROAH,D,,,2026-06-29T10:00:00+00:00,,,,,,Solaseed Air,6J,SNJ,125,6J125,SNJ125,,,,,,,,,,,,,,,,,,,,
2026-06-29,scheduled,,Kobe,Asia/Tokyo,UKB,RJBE,,4,,2026-06-29T07:50:00+00:00,2026-06-29T07:50:00+00:00,,,,Naha,Asia/Tokyo,OKA,ROAH,D,,,2026-06-29T10:00:00+00:00,,,,,,All Nippon Airways,NH,ANA,2525,NH2525,ANA2525,,,,,,solaseed air,6j,snj,125,6j125,snj125,,,,,,,,,
2026-06-29,scheduled,,Kobe,Asia/Tokyo,UKB,RJBE,,,,2026-06-29T07:45:00+00:00,2026-06-29T07:45:00+00:00,,,,Sendai,Asia/Tokyo,SDJ,RJSS,,,,2026-06-29T09:05:00+00:00,,,,,,Skymark Airlines,BC,SKY,152,BC152,SKY152,,,,,,,,,,,,,,,,,,,,
2026-06-29,scheduled,,Kobe,Asia/Tokyo,UKB,RJBE,,,,2026-06-29T07:30:00+00:00,2026-06-29T07:30:00+00:00,,,,Naha,Asia/Tokyo,OKA,ROAH,D,NORT,,2026-06-29T09:35:00+00:00,,,,,,Skymark Airlines,BC,SKY,591,BC591,SKY591,,,,,,,,,,,,,,,,,,,,
2026-06-29,scheduled,,Kobe,Asia/Tokyo,UKB,RJBE,,,,2026-06-29T07:25:00+00:00,2026-06-29T07:25:00+00:00,,,,Chitose,Asia/Tokyo,CTS,RJCC,D,,,2026-06-29T09:15:00+00:00,,,,,,Skymark Airlines,BC,SKY,171,BC171,SKY171,,,,,,,,,,,,,,,,,,,,
2026-06-29,scheduled,,Kobe,Asia/Tokyo,UKB,RJBE,,,,2026-06-29T07:10:00+00:00,2026-06-29T07:10:00+00:00,,,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,,,2026-06-29T08:30:00+00:00,,,,,,Skymark Airlines,BC,SKY,100,BC100,SKY100,,,,,,,,,,,,,,,,,,,,
2026-06-29,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,,,2026-06-29T08:00:00+00:00,2026-06-29T08:00:00+00:00,,,,Hervey Bay,Australia/Brisbane,HVB,YHBA,,,,2026-06-29T08:55:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7359,NZ7359,ANZ7359,,,,,,qantas,qf,qfa,2376,qf2376,qfa2376,,,,,,,,,
2026-06-29,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,,,2026-06-29T08:00:00+00:00,2026-06-29T08:00:00+00:00,,,,Hervey Bay,Australia/Brisbane,HVB,YHBA,,,,2026-06-29T08:55:00+00:00,,,,,,Emirates,EK,UAE,5705,EK5705,UAE5705,,,,,,qantas,qf,qfa,2376,qf2376,qfa2376,,,,,,,,,
2026-06-29,scheduled,,Huangyan,Asia/Shanghai,HYN,ZSLQ,,,,2026-06-29T06:10:00+00:00,2026-06-29T06:10:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,T3,,,2026-06-29T08:50:00+00:00,,,,,,Chongqing Airlines,OQ,CQN,2014,OQ2014,CQN2014,,,,,,,,,,,,,,,,,,,,
