flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared,aircraft
2026-09-22,scheduled,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,264,0.0,2026-09-22T15:55:00+00:00,2026-09-22T15:55:00+00:00,,2026-09-22T15:55:00+00:00,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,21,2026-09-22T18:05:00+00:00,,,,,,Shandong Airlines,SC,CDG,5569,SC5569,CDG5569,air china,ca,cca,2835,ca2835,cca2835,,,,780BF2,,
2026-09-22,scheduled,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,118,0.0,2026-09-22T15:45:00+00:00,2026-09-22T15:45:00+00:00,,2026-09-22T15:45:00+00:00,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,,2026-09-22T17:50:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4203,ZH4203,CSZ4203,air china,ca,cca,2841,ca2841,cca2841,,,,,,
2026-09-22,scheduled,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,229,0.0,2026-09-22T15:25:00+00:00,2026-09-22T15:25:00+00:00,,2026-09-22T15:25:00+00:00,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-22T18:40:00+00:00,,,,,,Hebei Airlines,NS,HBH,8365,NS8365,HBH8365,xiamen air,mf,cxa,8365,mf8365,cxa8365,,,,780EAD,,
2026-09-22,scheduled,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,229,0.0,2026-09-22T15:25:00+00:00,2026-09-22T15:25:00+00:00,,2026-09-22T15:25:00+00:00,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-22T18:40:00+00:00,,,,,,China Eastern Airlines,MU,CES,4856,MU4856,CES4856,xiamen air,mf,cxa,8365,mf8365,cxa8365,,,,780EAD,,
2026-09-22,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,F21,9.0,2026-09-22T09:35:00+00:00,2026-09-22T09:35:00+00:00,,2026-09-22T09:44:00+00:00,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-09-22T12:05:00+00:00,,,,,,Tibet Airlines,TV,TBA,3362,TV3362,TBA3362,shandong airlines,sc,cdg,8812,sc8812,cdg8812,,,,780823,,
2026-09-22,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,F21,9.0,2026-09-22T09:35:00+00:00,2026-09-22T09:35:00+00:00,,2026-09-22T09:44:00+00:00,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-09-22T12:05:00+00:00,,,,,,China Express Airlines,G5,HXA,6726,G56726,HXA6726,shandong airlines,sc,cdg,8812,sc8812,cdg8812,,,,780823,,
2026-09-22,scheduled,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,F21,9.0,2026-09-22T09:35:00+00:00,2026-09-22T09:35:00+00:00,,2026-09-22T09:44:00+00:00,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-09-22T12:05:00+00:00,,,,,,Air China,CA,CCA,4836,CA4836,CCA4836,shandong airlines,sc,cdg,8812,sc8812,cdg8812,,,,780823,,
2026-09-22,scheduled,,Jinan,Asia/Shanghai,TNA,ZSJN,,22,0.0,2026-09-22T11:50:00+00:00,2026-09-22T11:50:00+00:00,,2026-09-22T11:50:00+00:00,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,75,,2026-09-22T14:10:00+00:00,,,,,,Tibet Airlines,TV,TBA,3299,TV3299,TBA3299,shandong airlines,sc,cdg,8409,sc8409,cdg8409,,,,780578,,
2026-09-22,scheduled,,Jinan,Asia/Shanghai,TNA,ZSJN,,22,0.0,2026-09-22T11:50:00+00:00,2026-09-22T11:50:00+00:00,,2026-09-22T11:50:00+00:00,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,75,,2026-09-22T14:10:00+00:00,,,,,,China Express Airlines,G5,HXA,6695,G56695,HXA6695,shandong airlines,sc,cdg,8409,sc8409,cdg8409,,,,780578,,
2026-09-22,scheduled,,Jinan,Asia/Shanghai,TNA,ZSJN,,22,0.0,2026-09-22T11:50:00+00:00,2026-09-22T11:50:00+00:00,,2026-09-22T11:50:00+00:00,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,75,,2026-09-22T14:10:00+00:00,,,,,,Air China,CA,CCA,4793,CA4793,CCA4793,shandong airlines,sc,cdg,8409,sc8409,cdg8409,,,,780578,,
