flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-07-08,scheduled,,,Irkutsk,Asia/Irkutsk,IKT,UIII,2,,,2026-07-08T01:05:00+00:00,2026-07-08T01:05:00+00:00,,,,Yakutsk,Asia/Yakutsk,YKS,UEEE,,,,2026-07-08T04:55:00+00:00,,,,,,S7 Airlines,S7,SBI,6401,S76401,SBI6401,,,,,,,,,,,
2026-07-08,scheduled,,,Irkutsk,Asia/Irkutsk,IKT,UIII,,,,2026-07-08T01:00:00+00:00,2026-07-08T01:00:00+00:00,,,,Novyy,Asia/Vladivostok,KHV,UHHH,,,,2026-07-08T06:10:00+00:00,,,,,,Aurora,HZ,SHU,5653,HZ5653,SHU5653,,,,,,,,,,,
2026-07-08,scheduled,,,Irkutsk,Asia/Irkutsk,IKT,UIII,,,,2026-07-08T01:00:00+00:00,2026-07-08T01:00:00+00:00,,,,Novyy,Asia/Vladivostok,KHV,UHHH,,,,2026-07-08T06:10:00+00:00,,,,,,Aeroflot,SU,AFL,5653,SU5653,AFL5653,,,,,,,,,,,
2026-07-08,scheduled,,,Irkutsk,Asia/Irkutsk,IKT,UIII,2,,,2026-07-08T00:55:00+00:00,2026-07-08T00:55:00+00:00,,,,Chita,Asia/Yakutsk,HTA,UIAA,,,,2026-07-08T03:10:00+00:00,,,,,,S7 Airlines,S7,SBI,6425,S76425,SBI6425,,,,,,,,,,,
2026-07-08,scheduled,,,Irkutsk,Asia/Irkutsk,IKT,UIII,2,,,2026-07-08T00:40:00+00:00,2026-07-08T00:40:00+00:00,,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-07-08T06:45:00+00:00,,,,,,S7 Airlines,S7,SBI,6403,S76403,SBI6403,,,,,,,,,,,
2026-07-08,scheduled,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-08T01:00:00+00:00,2026-07-08T01:00:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,,,,2026-07-08T03:05:00+00:00,,,,,,SF Airlines,O3,CSS,7223,O37223,CSS7223,,,,,,,,,,,
2026-07-08,scheduled,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,,2026-07-08T00:55:00+00:00,2026-07-08T00:55:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,5,2026-07-08T04:50:00+00:00,,,,,,Qatar Airways,QR,QTR,891,QR891,QTR891,,,,,,,,,,,
2026-07-08,scheduled,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-08T00:15:00+00:00,2026-07-08T00:15:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,,,,2026-07-08T03:30:00+00:00,,,,,,YTO Cargo Airlines,YG,HYT,9079,YG9079,HYT9079,,,,,,,,,,,
2026-07-08,scheduled,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-08T00:10:00+00:00,2026-07-08T00:10:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,,,,2026-07-08T05:30:00+00:00,,,,,,YTO Cargo Airlines,YG,HYT,9003,YG9003,HYT9003,,,,,,,,,,,
2026-07-08,scheduled,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,,2026-07-08T00:10:00+00:00,2026-07-08T00:10:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-07-08T05:10:00+00:00,,,,,,Singapore Airlines,SQ,SIA,839,SQ839,SIA839,,,,,,,,,,,
