flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-08-03,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,E8,,2026-08-03T00:05:00+00:00,2026-08-03T00:05:00+00:00,,,,Gimhae,Asia/Seoul,PUS,RKPK,I,,,2026-08-03T08:00:00+00:00,,,,,,Asiana Airlines,OZ,AAR,9280,OZ9280,AAR9280,air busan,bx,abl,602,bx602,abl602,,,,,
2026-08-03,scheduled,,,Haikou,Asia/Shanghai,HAK,ZJHK,,,,2026-08-03T00:05:00+00:00,2026-08-03T00:05:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-08-03T02:45:00+00:00,,,,,,China Postal Airlines,CF,CYZ,9051,CF9051,CYZ9051,,,,,,,,,,,
2026-08-03,scheduled,,,Guam International,Pacific/Guam,GUM,PGUM,,,,2026-08-03T02:00:00+00:00,2026-08-03T02:00:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,288,,2026-08-03T05:50:00+00:00,,,,,,Air Seoul,RS,ASV,102,RS102,ASV102,,,,,,,,,,,
2026-08-03,scheduled,,,Guam International,Pacific/Guam,GUM,PGUM,,,,2026-08-03T02:00:00+00:00,2026-08-03T02:00:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,250,,2026-08-03T05:40:00+00:00,10.0,,,,,Korean Air,KE,KAL,418,KE418,KAL418,,,,,,,,,,,
2026-08-03,scheduled,,,Guam International,Pacific/Guam,GUM,PGUM,,,,2026-08-03T02:00:00+00:00,2026-08-03T02:00:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,250,,2026-08-03T05:40:00+00:00,10.0,,,,,Delta Air Lines,DL,DAL,7830,DL7830,DAL7830,korean air,ke,kal,418,ke418,kal418,,,,,
2026-08-03,scheduled,,,Francisco Bangoy International,Asia/Manila,DVO,RPMD,,,,2026-08-03T00:05:00+00:00,2026-08-03T00:05:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-08-03T02:05:00+00:00,,,,,,Cebu Pacific,5J,CEB,3952,5J3952,CEB3952,,,,,,,,,,,
2026-08-03,scheduled,,,Darwin,Australia/Darwin,DRW,YPDN,,4,,2026-08-03T01:35:00+00:00,2026-08-03T01:35:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,4,Q5,2026-08-03T06:25:00+00:00,,,,,,Qantas,QF,QFA,843,QF843,QFA843,,,,,,,,,,,
2026-08-03,scheduled,,,Darwin,Australia/Darwin,DRW,YPDN,,4,,2026-08-03T01:35:00+00:00,2026-08-03T01:35:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,4,Q5,2026-08-03T06:25:00+00:00,,,,,,Fiji Airways,FJ,FJI,5278,FJ5278,FJI5278,qantas,qf,qfa,843,qf843,qfa843,,,,,
2026-08-03,scheduled,,,Darwin,Australia/Darwin,DRW,YPDN,,4,,2026-08-03T01:35:00+00:00,2026-08-03T01:35:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,4,Q5,2026-08-03T06:25:00+00:00,,,,,,Japan Airlines,JL,JTL,4806,JL4806,JTL4806,qantas,qf,qfa,843,qf843,qfa843,,,,,
2026-08-03,scheduled,,,Darwin,Australia/Darwin,DRW,YPDN,,4,,2026-08-03T01:35:00+00:00,2026-08-03T01:35:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,4,Q5,2026-08-03T06:25:00+00:00,,,,,,AlphaSky,AS,JAG,5162,AS5162,JAG5162,qantas,qf,qfa,843,qf843,qfa843,,,,,
